name,abbrv,formula,state,ref1,ref2,date,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
HVO4-2,HVO4(-2),HVO4-2,aq,DEW17,NA,26.Sep.17,-233000,-277000,4,-48.29961213968335,17.399862168169946,6.411834872477753,1.8215666055964654,3.3107344130112253,-2.8543035634753577,6.905359770715329,-12.873230992853497,3.1527,-2
In+3,In(+3),In+3,aq,DEW17,NA,26.Sep.17,-23400,-25000,-63,-34.900243873903435,-42.199861621477424,-8.322321473975174,-2.0933868165474703,13.97775562787117,-2.6924593890039277,8.747761911704586,-10.143779677114129,2.5003,3
isobutane,Isobutane,C4H10,aq,DEW17,NA,26.Sep.17,36,-36230,40.02,133.91756433691094,82.81179816697616,17.46,12.34,-5.51,-3.29,92.3,19.12,-0.3,0
KCl,KCl(0),KCl,aq,DEW17,NA,26.Sep.17,-98850,,34,-1.5,34,8.17150547850406,3.4969475818433433,1.9059433415888574,-2.923563813033404,6.208795648135887,-3.3401500000000004,0.1,0
KOH,KOH(0),KOH,aq,HP97,SHA14.3,26.Sep.17,-102800,-180000,36.3,-6.5,20.3,5.6930972968194835,1.1372571348081169,3.884521419239946,-2.8260142099529677,6.779364765232841,-4.35865,0.48,0
Kr,Kr(0),Kr,aq,DEW17,NA,26.Sep.17,3554,-3650,15.06,57.600252151490054,33.500341404615675,6.2721,7.5333,2.7891,-3.0904,37.8226,8.6985,-0.2281,0
KSO4-,KSO4(-),KSO4-,aq,DEW17,NA,26.Sep.17,-246570,-276980,34,-22,50.7,11.894275401630633,7.041393847406007,-1.0660412622670492,-3.0700912216517646,3.403681964233403,-7.516,1.0996,-1
La+3,La(+3),La+3,aq,DEW17,NA,26.Sep.17,-164000,-169600,-52,-37.19955810028799,-38.59992886912269,-7.305253016888569,-2.839389613644978,13.35152825005105,-2.6616196333719166,4.239298364676575,-10.612149985028662,2.1572,3
lactate,LACTATE,C3H5O3-,aq,DEW17,NA,26.Sep.17,-122530,-164070,31.9,26.69959525788555,56.24990392092651,8.497666400245102,19.786282153505095,-0.0855076207025629,-3.5969649042259006,32.380413557383065,2.4041075540312864,1.1469,-1
"lactic acid",LACTIC-ACID,C3H6O3,aq,DEW17,NA,26.Sep.17,-127800,-164000,49.8,66.69972881055273,69.37992206536427,14.871307453601954,9.875823682438108,-3.4426838177687404,-3.1872665510319917,42.88721566720211,10.552134758709588,-0.2572,0
leucine,LEUCINE,C6H13NO2,aq,DEW17,NA,26.Sep.17,-82000,-151070,51.5,95.09995245645273,107.56995202352142,22.20056024254874,16.853999399332643,-9.29381802598324,-3.475744335168412,57.84831226187357,16.337260315379417,-0.4399,0
Lu+3,Lu(+3),Lu+3,aq,DEW17,NA,26.Sep.17,-159400,-167900,-63.1,-32.80005926608299,-45.00016144839553,-9.398007167049657,-1.3043892517916038,14.640074694241838,-2.7250765483309354,9.56494324858524,-9.715972072501105,2.4554,3
methane,METHANE,CH4,aq,PS01.1,DEW17.101,26.Sep.17,-8234,-21010,20.99,57.69216612594538,36.002379374011305,8.32,3.64,1.79,-2.93,40.9,6.45,-0.4,0
methanol,METHANOL,CH3OH,aq,DEW17,NA,26.Sep.17,-42050,-58870,31.6,37.73273933386164,38.688451864443074,8.4,4.1,-0.24,-1.43,34.4,0.96,-0.15,0
Mg(HCO3)+,Mg(HCO3)(+),Mg(HCO3)+,aq,DEW17,NA,26.Sep.17,-250280,-275750,-5,59,25.9,6.851384005230168,2.24006098324716,2.9598308433162064,-2.871604121047438,46.524558096962714,8.983699999999999,0.62742,1
Mg(HSiO3)+,Mg(HSiO3)(+),Mg(HSiO3)+,aq,DEW17,NA,26.Sep.17,-353025,-385700,-23.78,37.82,2.5,2.4432858982043824,-1.9568856979378308,6.478930862090473,-2.6981023452472503,36.73194270763262,4.669333999999999,0.91182432,1
MgCl+,MgCl(+),MgCl+,aq,DEW17,DEW17.102,26.Sep.17,-139700,-150933,-19,24.998133400778386,1.252948895419198,3.21,-4.92,6.27,-2.58,28.6,2.058,0.8449,1
MgCO3,MgCO3(0),MgCO3,aq,DEW17,NA,26.Sep.17,-238760,-270570,-24,-24.8,17.9,5.140655435512176,0.6112776806154065,4.325550207006634,-2.804270219316641,-5.603873484192299,-8.086359999999999,0.3,0
MgOH+,MgOH(+),MgOH+,aq,DEW17,NA,26.Sep.17,-149225,-152955,-17,40,-7,0.5661903278807945,-3.74406688875123,7.977465353924591,-2.624220274819024,37.39299435773115,5.1133999999999995,0.8449,1
MgSO4,MgSO4,MgSO4,aq,DEW17,NA,26.Sep.17,-289449,-327449,-1,20,35,8.34173273925203,3.659020820618297,1.7700464668030396,-2.9302639207243604,18.348479084618972,1.0393999999999997,0.05,0
Mn+2,Mn(+2),Mn+2,aq,DEW17,NA,26.Sep.17,-54500,-52724,-17.6,-4.09990955696642,-17.099974699534506,-1.1287815944687463,-5.357848300028936,9.33060577388377,-2.557506551276804,16.66730159921858,-3.86975157675406,1.4006,2
MnCl+,MnCl(+),MnCl+,aq,DEW17,NA,26.Sep.17,-86290,-88280,12,24.629583311974685,6.3,2.9207237537659614,-1.502317497611809,6.09777973394466,-2.7168941946487277,23.99690948812113,1.982446120649243,0.3686,1
MnO4-,MnO4(-),MnO4-,aq,DEW17,NA,26.Sep.17,-106900,-129400,45.7,-1.7996587690818622,41.99996854256729,6.892294049839455,13.770659598138257,1.6822198433867825,-3.3482790677870358,13.742477467512039,-3.4011904912619757,0.9368,-1
MnO4-2,MnO4(-2),MnO4-2,aq,DEW17,NA,26.Sep.17,-119700,-156000,14,-59.30044503679666,27.399796901522667,11.856377497603495,-5.69541027639123,0.3401504229867509,-2.5435517391739864,-0.926495461216696,-15.114100653995479,3.0024,-2
MnSO4,MnSO4(0),MnSO4,aq,DEW17,NA,26.Sep.17,-235640,-266750,5,-21.479758479807018,29.2,7.173105118168457,2.5463713974962108,2.7029924637944927,-2.8842669935724934,-6.771945535025109,-7.41002680233669,-0.038,0
MoO4-2,MoO4(-2),MoO4-2,aq,DEW17,NA,26.Sep.17,-199900,-238500,6.5,-47.49954986802768,30.40012146284269,12.639952721169077,-5.472075621501126,-0.22877057452515892,-2.5527843938071433,7.02231527800825,-12.710258308117236,3.1145,-2
N2,N2(0),N2,aq,DEW17,NA,26.Sep.17,4347,-2495,22.9,56.00005492647911,33.300234717032126,7.821294304942734,3.163511803667383,2.185526081703083,-2.9097795779636098,35.79107726382313,8.372611188523795,-0.3468,0
Na(Ac),NaCH3COO(0),NaCH3COO,aq,DEW17,NA,26.Sep.17,-150720,-173540,34.2,75.1,49,11.18058643551218,6.361891153721584,-0.49628469308735923,-3.0420005802948507,52.94368401021052,12.263269999999999,0.3,0
Na(Ac)2-,Na(CH3COO)2(-1),Na(CH3COO)2-1,aq,DEW17,NA,26.Sep.17,-238470,-292400,44,170,103.2,22.02466635946482,16.68653097396497,-9.153397338368181,-3.4688211904637125,114.6668686976503,31.594399999999997,0.9627639999999998,-1
NaCl,NaCl(0),NaCl,aq,DEW17,DEW17.103,26.Sep.17,-92910,-96120,28,8.5083603247707,24.00006579374395,6.16322589597147,1.5848661979540304,3.5092054616696684,-2.8445183686234197,10.802940449559435,-1.3014470018442086,-0.038,0
NaCO3-,NaCO3(-),NaCO3-,aq,DEW17,NA,26.Sep.17,-190562,,8,-1,27.8,7.642732473792389,2.9935032270800592,2.3280766620433937,-2.90275142340749,19.47301907900619,-3.2383,1.507948,-1
NaHCO3,NaHCO3(0),NaHCO3,aq,DEW17,NA,26.Sep.17,-203088,-150000,31,73.89683329827047,36.71855532414953,9.61,2.56,1.01,-2.88,55.5,12,0.65,0
NaHSiO3,NaHSiO3(0),NaHSiO3,aq,DEW17,NA,26.Sep.17,-307140,-333044,19,2.3400874553111497,18.7,5.133900118168457,0.6048459483767572,4.3309431535368486,-2.8040043315058956,7.187952356808203,-2.557924185353119,-0.038,0
NaOH,NaOH(0),NaOH,aq,DEW17,NA,26.Sep.17,-100900,,6.5,42,12,3.9468509570081185,-0.5253426083150418,5.278595547812582,-2.7572823365722563,32.62376033939237,5.520799999999999,0.2,0
Nd+3,Nd(+3),Nd+3,aq,DEW17,NA,26.Sep.17,-160600,-166500,-49.5,-43.200003543804335,-43.0999913556667,-8.87877564002377,-1.685236940856787,14.320374485877917,-2.7093323048649807,1.6236827508367284,-11.834440721872944,2.255,3
NH3,NH3(0),NH3,aq,DEW17,NA,26.Sep.17,-6383,-19440,25.77,18.38308708529363,24.43005814743134,6.240978853560611,1.658894726671656,3.4471332418895377,-2.8475787080006065,16.479584955617835,0.7100348392743125,-0.05,0
NH4+,NH4(+),NH4+,aq,DEW17,NA,26.Sep.17,-18990,-31850,26.57,16.023558124915528,18.130099154302023,5.113490705470093,0.5854141628743393,4.347236521530521,-2.8032010214932255,16.941165118539303,0.22939879004529296,0.1502,1
Ni+2,Ni(+2),Ni+2,aq,DEW17,NA,26.Sep.17,-10900,-12900,-30.8,-11.700182270493716,-29.00018616213362,-2.5121036060018582,-9.79071557964785,10.77249993628113,-2.374251817937358,13.19055512776983,-5.417927128499571,1.5067,2
NO2-,NO2(-),NO2-,aq,DEW17,NA,26.Sep.17,-7700,-25000,29.4,-23.299793774198573,25.00005814048389,5.1109561190114565,7.0956619673943795,3.6437087044307788,-3.072334665732084,3.425934956209307,-7.780767991804249,1.1847,-1
NO3-,NO3(-),NO3-,aq,DEW17,NA,26.Sep.17,-26507,-49429,35.12,-16.078788056551574,29.000102966778783,5.522404587033395,8.637434306988057,3.190649476896393,-3.1360715342508865,6.856372739851436,-6.309849127119556,1.0977,-1
OH-,OH(-),OH-,aq,DEW17,NA,26.Sep.17,-37595,-54977,-5,-19.007453190249493,-9.099533378981304,2.1,-5,1,-2.7,12.12,-7.52,1.72,-1
Pb+2,Pb(+2),Pb+2,aq,DEW17,NA,26.Sep.17,-5710,220,4.2,-12.700048537413105,-15.599941356891893,0.4392101632721973,-8.949531960883194,8.629675197712237,-2.409026348737089,8.662399770517306,-5.621599887071049,1.0788,2
PbCl+,PbCl(+),PbCl+,aq,DEW17,NA,26.Sep.17,-39050,-38630,28,4.899771461108501,13.8,4.2619417779637,-0.2253448897584446,5.027050303805176,-2.769684242257386,10.218336847875007,-2.0365165533721985,0.1281,1
PbCl2,PbCl2(0),PbCl2,aq,DEW17,NA,26.Sep.17,-71200,-77700,47,2.000063063632387,34.97000355800911,8.293697509169407,3.6132865164852057,1.8083942474062376,-2.9283732645914986,6.988677105343622,-2.627187153938083,-0.038,0
PbCl3-,PbCl3(-),PbCl3-,aq,DEW17,NA,26.Sep.17,-102150,-117700,59,-11.999523180239091,53.8,12.321732059875858,7.44837498975249,-1.4072910932675065,-3.086915822076368,5.911105835808924,-5.478902871814703,0.7356,-1
Pd+2,Pd(+2),Pd+2,aq,DEW17,NA,26.Sep.17,42200,42080,-22.6,-6.2998926725689195,-20.80001316035285,-0.614096724623226,-9.249745550117238,9.394437006566777,-2.3966155189581535,15.37797589403887,-4.317888137402289,1.4006,2
PO4-3,PO4(-3),PO4-3,aq,DEW17,NA,26.Sep.17,-243500,-305300,-53,-114.89996391595473,-30.600095804682038,-1.1970758608927012,-7.319635964606203,9.590613498435385,-2.4764062492231798,-9.47495397363052,-26.43972264967998,5.6114,-3
Pr+3,Pr(+3),Pr+3,aq,DEW17,NA,26.Sep.17,-162600,-168800,-50,-47.69967108409179,-42.09999378698761,-8.527528167362654,-1.9428711200045896,14.104105087060267,-2.69868170789901,-1.197656471892774,-12.751022999829498,2.235,3
propane,PROPANE,C3H8,aq,DEW17,NA,26.Sep.17,-1963,-30490,33.37,110.59958327471779,66.99993622090898,14.290088050581724,9.322445153802782,-2.9786811657360044,-3.1643898826582073,66.32953185662123,19.49453511306001,-0.5053,0
propanoate,PROPANOATE,C2H5COO-,aq,SH90.1,DEW17.104,26.Sep.17,-86770,-122630,26.5,32.45551213710533,54.950066467724966,8.378618967437145,19.33650894227708,0.04597812207649099,-3.5783712796737346,52.3,-4.2,1.2276,-1
"propanoic acid",PROPANOIC-ACID,C3H6O2,aq,DEW17,NA,26.Sep.17,-93450,-122470,49.4,61.28421794436844,68.27064151281941,14.6,7.9,6.9,-4.3,63.3,-1.4,-0.09,0
propanol,PROPANOL,C3H7OH,aq,DEW17,NA,26.Sep.17,-41910,-75320,40.6,82.84849041327438,70.88199974121683,14.6,9.1,12.2,-5.5,74.3,3.3,-0.2,0
Ra+2,Ra(+2),Ra+2,aq,DEW17,NA,26.Sep.17,-134200,-126100,13,-14.40028139320611,-10.59999289581294,1.5462375047327335,-8.634006964911572,7.8259092280446785,-2.422070152070556,6.285875837483136,-5.967937319796084,0.929,2
ReO4-,ReO4(-),ReO4-,aq,DEW17,NA,26.Sep.17,-166000,-188200,48.1,-0.19974762577051308,48.10000943588636,7.545596390031677,16.218702441371004,0.962847487920568,-3.449481158926278,14.34477681654464,-3.075288591369454,0.9004,-1
S2-2,S2(-2),S2-2,aq,DEW17,NA,26.Sep.17,19000,7200,6.8,-65.09990805504928,20.200210252653573,10.197492708619151,-6.168225713515938,1.5445968635106269,-2.524005549003251,-3.3496990224825325,-16.29545127081354,3.1083,-2
S2O3-2,S2O3(-2),S2O3-2,aq,DEW17,NA,26.Sep.17,-124900,-155000,16,-57.29954475495788,28.500185532561733,12.099993162447461,-5.625974925709553,0.16327133992707843,-2.546422196571167,-0.057868122407647604,-14.706517266584921,2.9694,-2
S2O4-2,S2O4(-2),S2O4-2,aq,DEW17,NA,26.Sep.17,-143500,-180100,22,-52.90035192695247,35.3998478034818,13.695256196866419,-5.1712929646979715,-0.9949820217675889,-2.565218748839386,1.6709066390068763,-13.81040168752022,2.8772,-2
S2O5-2,S2O5(-2),S2O5-2,aq,DEW17,NA,26.Sep.17,-189000,-232000,25,-50.500131801086255,38.39977466142816,14.387205274712677,-4.97407359908414,-1.4973771304393537,-2.573371797413862,2.6823529526257417,-13.321476847881272,2.8343,-2
S2O6-2,S2O6(-2),S2O6-2,aq,DEW17,NA,26.Sep.17,-231000,-280400,30,-46.49998481160829,43.29985795262196,15.514171655791266,-4.652865576903915,-2.3156199977521688,-2.5866505370507924,4.33019531784219,-12.506646906124608,2.7587,-2
S2O8-2,S2O8(-2),S2O8-2,aq,DEW17,NA,26.Sep.17,-266500,-321400,58.4,-25.000264851991577,79.00010532895529,23.795821627890255,-2.2924292297424844,-8.32857755622526,-2.684230975642446,12.963309632399941,-8.127153950350685,2.3281,-2
S3-,S3(-),S3-,aq,DEW17,NA,26.Sep.17,13160,0,23,95,77,17.242017656064945,12.132974969615727,-5.335283781616846,-3.280577185243914,76.58299607816463,16.316899999999997,1.6,-1
S3-2,S3(-2),S3-2,aq,DEW17,NA,26.Sep.17,17600,6200,15.8,-57.90033772354943,29.199763744824732,12.270510189139126,-5.577374153041198,0.039466102088216104,-2.548431352513277,-0.35929924032653915,-14.828898794287017,2.9749,-2
S3O6-2,S3O6(-2),S3O6-2,aq,DEW17,NA,26.Sep.17,-229000,-279000,33,-44.099790031242065,46.400047997667656,16.22849924974991,-4.449267885351986,-2.83426320530023,-2.5950672656195493,5.316752122935856,-12.01772722936401,2.7131,-2
S4-2,S4(-2),S4-2,aq,DEW17,NA,26.Sep.17,16500,5500,24.7,-50.70043851434997,38.0999694446451,14.31829730517185,-4.993713752490912,-1.4473459533568356,-2.572559873472026,2.608261196932318,-13.362279325373088,2.839,-2
S4O6-2,S4O6(-2),S4O6-2,aq,DEW17,NA,26.Sep.17,-248700,-292600,61.5,-21.300041640359787,74.89970083942507,22.787306022762863,-2.579876405008565,-7.596336813001503,-2.672347909416946,14.693337557522426,-7.373418482141289,2.2805,-2
S5-2,S5(-2),S5-2,aq,DEW17,NA,26.Sep.17,15700,5100,33.6,-43.59981656463218,46.99995302985508,16.367212359470173,-4.409731866911884,-2.934976957313612,-2.5967016846218627,5.536064711024125,-11.915882634215574,2.7051,-2
S5O6-2,S5O6(-2),S5O6-2,aq,DEW17,NA,26.Sep.17,-229000,-281000,40,-38.49991853575316,53.399919877335606,17.839868446592046,-3.9899953450083805,-4.004210573793863,-2.6140535924373536,7.626667883723183,-10.877033405732918,2.6076,-2
Sc+3,Sc(+3),Sc+3,aq,DEW17,NA,26.Sep.17,-140200,-146800,-61,-35.40031466051333,-41.90004101879543,-8.211537761284175,-2.174644827219701,13.909544099512129,-2.6891001828427377,8.45468960809784,-10.245644096346567,2.5003,3
SeO3-2,SeO3(-2),SeO3-2,aq,DEW17,NA,26.Sep.17,-88400,-121700,3,-68.10016115780746,16.400033062227077,9.322825411120137,-6.4175234365114475,2.1796559828123065,-2.5136995811346172,-4.578294253541053,-16.90660282784538,3.1658,-2
SeO4-2,SeO4(-2),SeO4-2,aq,DEW17,NA,26.Sep.17,-105500,-143200,12.9,-60.199604228933985,20.700183756115845,10.2644207798358,-6.149149870842385,1.4960032072884974,-2.5247941443393755,-1.298682540907194,-15.297259381433854,3.0192,-2
Si2O4,Si2O4(0),Si2O4,aq,SHA14,NA,26.Sep.17,-400751,-427304,18,48.999991704543376,40.000174025236504,10.0724,2.6931,0.6715,-2.8903,35.8049,6.9467,0.1,0
SiO2,SiO2(0),SiO2,aq,SHA14,NA,26.Sep.17,-199557,-213937,5.3,27.69998778469038,18.000125661346434,4.8998,1.409,4.4066,-2.8372,25.7171,2.6079,0.36,0
Sm+2,Sm(+2),Sm+2,aq,DEW17,NA,26.Sep.17,-123000,-120500,-6.2,3.700319865124996,-5.700076552874581,2.894669121202731,-8.249676908714969,6.8468697724224805,-2.437958356593723,19.653187916533685,-2.2808448434740383,1.2285,2
Sm+3,Sm(+3),Sm+3,aq,DEW17,NA,26.Sep.17,-159100,-165200,-50.7,-43.299678160586396,-42.00020843618984,-8.435446302621303,-2.0104116362602666,14.047408623513505,-2.6958895829570007,1.9383870992998915,-11.85474444131145,2.2955,3
Sn+2,Sn(+2),Sn+2,aq,DEW17,NA,26.Sep.17,-6630,-2100,-3.8,-11.200138799383817,-15.499903172603366,0.5854856451575402,-8.907840514697478,8.523470725489313,-2.4107498731224064,11.450338738309945,-5.3160682734344835,1.286,2
SO2,SO2(0),SO2,aq,DEW17,NA,26.Sep.17,-71980,-77194,38.7,46.60026118387675,38.50002556738787,8.87944692284391,4.170978064640417,1.3407751693794658,-2.9514282331922352,31.209951244013425,6.457873203155693,-0.2461,0
SO3-2,SO3(-2),SO3-2,aq,DEW17,NA,26.Sep.17,-116300,-151900,-7,-76.10000005716259,5.6000958060462365,6.832209572596872,-7.1273989047904145,3.987987339722526,-2.4843533292759643,-7.836860939278338,-18.536170011644018,3.321,-2
SO4-2,SO4(-2),SO4-2,aq,DEW17,NA,26.Sep.17,-177930,-217400,4.5,-63.92004263689766,13.879913272326535,8.3014,-1.9846,-6.2122,-2.697,1.64,-17.998,3.1463,-2
Sr+2,Sr(+2),Sr+2,aq,DEW17,NA,26.Sep.17,-134760,-131670,-7.53,-10.05006004734174,-17.41003720564184,0.04037131456804732,-9.063209032277541,8.91925530288547,-2.4043269386056467,10.745194374428308,-5.081797231643512,1.1363,2
SrCl+,SrCl(+),SrCl+,aq,DEW17,NA,26.Sep.17,-165800,-169790,11,11.249789603311655,11.1,3.8601745410200743,-0.607867154635422,5.34779159783803,-2.753870771827372,16.294639498611144,-0.7430178578054161,0.3837,1
Tb+3,Tb(+3),Tb+3,aq,DEW17,NA,26.Sep.17,-159500,-166900,-54,-40.499406414091936,-40.19992759586701,-7.703624086396812,-2.547191059983055,13.596812496671156,-2.6736991215803005,4.252055896920872,-11.284329086550528,2.3685,3
Tl+,Tl(+),Tl+,aq,DEW17,NA,26.Sep.17,-7740,1280,30,-4.199832262448079,18.200209424471126,4.0940861204212355,3.2852648979235513,4.76341717795857,-2.91481285088016,5.089011850912437,-3.890105831860674,0.1502,1
Tl+3,Tl(+3),Tl+3,aq,DEW17,NA,26.Sep.17,51300,47000,-46,-39.299870843408826,-39.30003805482065,-7.390370369539112,-2.7769574511721333,13.403936537994664,-2.6642005789685443,4.760666858112071,-11.039983690802377,2.3474,3
Tm+3,Tm(+3),Tm+3,aq,DEW17,NA,26.Sep.17,-159900,-168500,-58.1,-34.29966155281188,-42.99965957896957,-8.678989776303982,-1.8317765489992262,14.197362729205066,-2.703274357464372,8.482480224704886,-10.02144105830778,2.4333,3
toluene,TOLUENE,C6H5CH3,aq,DEW17,NA,26.Sep.17,30260,3280,44,109,97.5,20.31677511233823,15.060449083902592,-7.789943083516613,-3.401598965128533,67.37560084029316,19.168699999999998,-0.29,0
U+4,U(+4),U+4,aq,DEW17,NA,26.Sep.17,-126650,-141300,-99.6,0.20012727305733335,-53.29995937629369,-15.6513533917693,11.326313308926565,17.61892578328103,-3.2472297921910243,40.21936924267919,-2.9938340744782215,3.6835,4
UO2+2,UO2(+2),UO2+2,aq,DEW17,NA,26.Sep.17,-227680,-243550,-23.5,8.954626075229692,5.729981830745064,5.7347169410388465,-7.440206317202073,4.784830557744061,-2.4714218708468665,24.403743482123303,-1.210542668475712,1.4099,2
urea,UREA,CH4N2O,aq,DEW17,NA,26.Sep.17,-48720,-76100,42.3,20.990312857220378,44.020097839413175,10.1,5.37,0.333,-3,30.7,-4.42,0.079,0
VO+2,VO(+2),VO+2,aq,DEW17,NA,26.Sep.17,-106700,-116300,-32,-11.999727126539492,-29.399991855776864,-2.583603811625626,-9.811094572330765,10.824413226903925,-2.373409350379846,13.390887047206338,-5.478944415676095,1.5475,2
VO2+,VO2(+),VO2+,aq,DEW17,NA,26.Sep.17,-140300,-155300,-10.1,31.100091111776393,-33.500025437090166,-1.3780471312323965,-17.219814939973684,10.788960245060967,-2.067132850381488,30.84492324828051,3.3004885594688513,0.7003,1
WO4-2,WO4(-2),WO4-2,aq,DEW17,NA,26.Sep.17,-219150,-257100,9.7,-44.4994484297695,32.200362202689455,13.041572762864355,-5.357605854321902,-0.5203699868985101,-2.557516573982333,8.330973288821685,-12.099137645144047,3.0657,-2
xenon,Xe(0),Xe,aq,DEW17,NA,26.Sep.17,3225,-4510,14.62,64.80000429948991,42.60025861402371,7.5196,10.5793,1.5919,-3.2163,42.1036,10.1652,-0.2214,0
Y+3,Y(+3),Y+3,aq,DEW17,NA,26.Sep.17,-163800,-170900,-60,-35.700001530059104,-40.80013234717802,-7.915635120509523,-2.391684492689959,13.727351511067141,-2.680127763072197,7.163380312370119,-10.306690311673039,2.3792,3
Yb+2,Yb(+2),Yb+2,aq,DEW17,NA,26.Sep.17,-128500,-126800,-11.2,0.7003047748668187,-10.300115853237205,1.7947997244860274,-8.56316174686765,7.6454386596130535,-2.4249988933844917,17.89499416297046,-2.891947917359629,1.2285,2
Yb+3,Yb(+3),Yb+3,aq,DEW17,NA,26.Sep.17,-153000,-160300,-56.9,-36.39963426393271,-44.49999408257249,-9.223324979454068,-1.4325157310285168,14.53251972335698,-2.7197797996792814,7.353107965850789,-10.449205499563092,2.4443,3
Zn+2,Zn(+2),Zn+2,aq,DEW17,NA,26.Sep.17,-35200,-36660,-26.2,-6.30028170056892,-24.30009425172303,-1.4174244108920027,-9.478710053053033,9.9776994360771,-2.387150126406788,15.901036927652514,-4.3179673824058895,1.4574,2
ZnCl+,ZnCl(+),ZnCl+,aq,DEW17,NA,26.Sep.17,-66850,-66240,23,19.899908778598967,4.8,2.5497380939707193,-1.8555326475113212,6.393947289805003,-2.702292280351882,19.69477679709733,1.0190114182006091,0.2025,1
ZnCl2,ZnCl2(0),ZnCl2,aq,DEW17,NA,26.Sep.17,-98300,-109080,27.03,34.66010145499313,26,6.551633118168459,1.9546684034788493,3.1991298168588314,-2.8598059917998158,26.129472655770016,4.0256626663821,-0.038,0
ZnCl3-,ZnCl3(-),ZnCl3-,aq,DEW17,NA,26.Sep.17,-129310,-151060,25,41.97,43.9,10.64641103252129,5.853303179878626,-0.06983849677929577,-3.0209755534561826,42.291631925794945,5.514689,1.2513,-1
