name,abbrv,formula,state,ref1,ref2,date,model,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
Li+,Li+,Li+,aq,SH88,NA,1997-11-06,HKF,cal,-69933,-66552,2.7,14.2,-0.87,-0.0237,-0.069,11.58,-2.7761,19.2,-0.24,0.4862,1
Na+,Na+,Na+,aq,SH88,NA,1997-11-06,HKF,cal,-62591,-57433,13.96,9.06,-1.11,1.839,-2.285,3.256,-2.726,18.18,-2.981,0.3306,1
K+,K+,K+,aq,SH88,NA,1997-11-06,HKF,cal,-67510,-60270,24.15,1.98,9.06,3.559,-1.473,5.435,-2.712,7.4,-1.791,0.1927,1
Rb+,Rb+,Rb+,aq,SH88,NA,1997-11-06,HKF,cal,-67800,-60020,28.8,-3,14.26,4.2913,-0.9041,7.407,-2.7416,5.7923,-3.6457,0.1502,1
Cs+,Cs+,Cs+,aq,SH88,NA,1997-11-06,HKF,cal,-69710,-61670,31.75,-6.29,21.42,6.1475,-0.1309,4.2094,-2.7736,6.27,-5.736,0.0974,1
Mg+2,Mg+2,Mg+2,aq,SH88,NA,1997-11-06,HKF,cal,-108505,-111367,-33,-5.34,-21.55,-0.8217,-8.599,8.39,-2.39,20.8,-5.892,1.5372,2
Ca+2,Ca+2,Ca+2,aq,SH88,NA,1997-11-06,HKF,cal,-132120,-129800,-13.5,-7.53,-18.06,-0.1947,-7.252,5.2966,-2.4792,9,-2.522,1.2366,2
Sr+2,Sr+2,Sr+2,aq,SH88,NA,1997-11-06,HKF,cal,-134760,-131670,-7.53,-10.05,-17.41,0.7071,-10.1508,7.0027,-2.3594,10.7452,-5.0818,1.1363,2
Ba+2,Ba+2,Ba+2,aq,SH88,NA,1997-11-06,HKF,cal,-134030,-128500,2.3,-12.3,-12.6,2.7383,-10.0565,-0.047,-2.3633,3.8,-3.45,0.985,2
HCO3-,HCO3-,HCO3-,aq,SH88,NA,1997-11-06,HKF,cal,-140282,-164898,23.53,-8.46,24.6,7.5621,1.1505,1.2346,-2.8266,12.9395,-4.7579,1.2733,-1
CO3-2,CO3-2,CO3-2,aq,SH88,NA,1997-11-06,HKF,cal,-126191,-161385,-11.95,-69.5,-5.02,2.8524,-3.9844,6.4142,-2.6143,-3.3206,-17.1917,3.3914,-2
Pb+2,Pb+2,Pb+2,aq,SH88,NA,1997-11-06,HKF,cal,-5710,220,4.2,-12.7,-15.6,-0.0051,-7.7939,8.8134,-2.4568,8.6624,-5.6216,1.0788,2
NO3-,NO3-,NO3-,aq,SH88,NA,1997-11-06,HKF,cal,-26507,-49429,35.12,-16.4,29,7.3161,6.7824,-4.6838,-3.0594,7.7,-6.725,1.0977,-1
NO2-,NO2-,NO2-,aq,SH88,NA,1997-11-06,HKF,cal,-7700,-25000,29.4,-23.3,25,5.5864,5.859,3.4472,-3.0212,3.426,-7.7808,1.1847,-1
NH4+,NH4+,NH4+,aq,SH88,NA,1997-11-06,HKF,cal,-18990,-31850,26.57,15.74,18.13,3.8763,2.3448,8.5605,-2.8759,17.45,-0.021,0.1502,1
H2PO4-,H2PO4-,H2PO4-,aq,SH88,NA,1997-11-06,HKF,cal,-270140,-309820,21.6,-7,31.3,6.4875,8.0594,2.5823,-3.1122,14.0435,-4.4605,1.3003,-1
HPO4-2,HPO4-2,HPO4-2,aq,SH88,NA,1997-11-06,HKF,cal,-260310,-308815,-8,-58.3,5.4,3.6315,1.0857,5.3233,-2.8239,2.7357,-14.9103,3.3363,-2
OH-,OH-,OH-,aq,SH88,NA,1997-11-06,HKF,cal,-37595,-54977,-2.56,-32.79,-4.18,1.2527,0.0738,1.8423,-2.7821,4.15,-10.346,1.7246,-1
HS-,HS-,HS-,aq,SH88,NA,1997-11-07,HKF,cal,2860,-3850,16.3,-22.17,20.65,5.0119,4.9799,3.4765,-2.9849,3.42,-6.27,1.441,-1
HSO3-,HSO3-,HSO3-,aq,SH88,NA,1997-11-07,HKF,cal,-126130,-149670,33.4,-1.4,33.3,6.7014,8.5816,2.3771,-3.1338,15.6949,-3.3198,1.1233,-1
SO4-2,SO4-2,SO4-2,aq,SH88,NA,1997-11-07,HKF,cal,-177930,-217400,4.5,-64.38,13.88,8.3014,-1.9846,-6.2122,-2.697,1.64,-17.998,3.1463,-2
HSO4-,HSO4-,HSO4-,aq,SH88,NA,1997-11-07,HKF,cal,-180630,-212500,30,5.3,35.2,6.9788,9.259,2.1108,-3.1618,20.0961,-1.955,1.1748,-1
S2O3-2,S2O3-2,S2O3-2,aq,SH88,NA,1997-11-07,HKF,cal,-124900,-155000,16,-57.3,28.5,6.6685,12.4951,-7.7281,-3.2955,-0.0577,-14.7066,2.9694,-2
S2O8-2,S2O8-2,S2O8-2,aq,SH88,NA,1997-11-07,HKF,cal,-266500,-321400,58.4,-25,79,13.3622,24.8454,-4.0153,-3.8061,12.9632,-8.1271,2.3281,-2
F-,F-,F-,aq,SH88,NA,1997-11-07,HKF,cal,-67340,-80150,-3.15,-27.23,-1.32,0.687,1.3588,7.6033,-2.8352,4.46,-7.488,1.787,-1
Cl-,Cl-,Cl-,aq,SH88,NA,1997-11-07,HKF,cal,-31379,-39933,13.56,-29.44,17.79,4.032,4.801,5.563,-2.847,-4.4,-5.714,1.456,-1
ClO3-,ClO3-,ClO3-,aq,SH88,NA,1997-11-07,HKF,cal,-1900,-24850,38.8,-12.3,36.9,7.1665,9.7172,1.9307,-3.1807,8.5561,-5.5401,1.0418,-1
Br-,Br-,Br-,aq,SH88,NA,1997-11-07,HKF,cal,-24870,-29040,19.8,-30.42,24.85,5.269,6.594,4.745,-3.143,-3.8,-6.811,1.3858,-1
BrO3-,BrO3-,BrO3-,aq,SH88,NA,1997-11-07,HKF,cal,4450,-16030,38.65,-20.6,35.4,6.9617,9.2173,2.1272,-3.16,3.7059,-7.2308,1.0433,-1
I-,I-,I-,aq,SH88,NA,1997-11-07,HKF,cal,-12410,-13600,25.5,-28.25,36.31,7.7623,8.2762,1.4609,-3.1211,-6.27,-4.944,1.2934,-1
IO3-,IO3-,IO3-,aq,SH88,NA,1997-11-07,HKF,cal,-30600,-52900,28.3,-16.2,25.9,5.7148,6.1725,3.324,-3.0342,7.7293,-6.3345,1.2002,-1
Ni+2,Ni+2,Ni+2,aq,SH88,NA,1997-11-07,HKF,cal,-10900,-12900,-30.8,-11.7,-29,-1.6942,-11.9181,10.4344,-2.2863,13.1905,-5.4179,1.5067,2
Cd+2,Cd+2,Cd+2,aq,SH88,NA,1997-11-07,HKF,cal,-18560,-18140,-17.4,-3.5,-15.6,0.0537,-10.708,16.5176,-2.3363,15.6573,-3.7476,1.2528,2
La+3,La+3,La+3,aq,SH88,NA,1997-11-07,HKF,cal,-164000,-169600,-52,-37.2,-38.6,-2.788,-14.3824,10.9602,-2.1844,4.2394,-10.6122,2.1572,3
Nd+3,Nd+3,Nd+3,aq,SH88,NA,1997-11-07,HKF,cal,-160600,-166500,-49.5,-43.2,-43.1,-3.3707,-14.5452,8.3211,-2.1777,1.6236,-11.8344,2.255,3
Sm+3,Sm+3,Sm+3,aq,SH88,NA,1997-11-07,HKF,cal,-159100,-165200,-50.7,-43.3,-42,-3.2065,-15.6108,11.8857,-2.1337,1.9385,-11.8548,2.2955,3
Eu+3,Eu+3,Eu+3,aq,SH88,NA,1997-11-07,HKF,cal,-137300,-144700,-53,-36.6,-41.3,-3.1037,-15.3599,11.7871,-2.144,6.0548,-10.49,2.3161,3
Gd+3,Gd+3,Gd+3,aq,SH88,NA,1997-11-07,HKF,cal,-158600,-164200,-49.2,-35.9,-40.4,-2.9771,-15.0506,11.6656,-2.1568,6.5606,-10.3474,2.3265,3
Dy+3,Dy+3,Dy+3,aq,SH88,NA,1997-11-07,HKF,cal,-158700,-166500,-55.2,-31.7,-40.7,-3.0003,-15.1074,11.6879,-2.1545,9.5076,-9.4919,2.3792,3
Ho+3,Ho+3,Ho+3,aq,SH88,NA,1997-11-07,HKF,cal,-161400,-169000,-54.3,-33.3,-41.6,-3.1198,-15.3992,11.8026,-2.1424,8.6686,-9.8178,2.3899,3
Er+3,Er+3,Er+3,aq,SH88,NA,1997-11-07,HKF,cal,-159900,-168500,-58.3,-34.3,-43,-3.3041,-15.8492,11.9794,-2.1238,8.2815,-10.0215,2.4115,3
Tm+3,Tm+3,Tm+3,aq,SH88,NA,1997-11-07,HKF,cal,-159900,-168500,-58.1,-34.3,-43,-3.2967,-15.8312,11.9724,-2.1245,8.4826,-10.0215,2.4333,3
Yb+3,Yb+3,Yb+3,aq,SH88,NA,1997-11-07,HKF,cal,-153000,-160300,-56.9,-36.4,-44.6,-3.4983,-16.3233,12.1658,-2.1042,7.3533,-10.4493,2.4443,3
Lu+3,Lu+3,Lu+3,aq,SH88,NA,1997-11-07,HKF,cal,-159400,-167900,-63.1,-32,-45,-3.563,-16.4812,12.2279,-2.0977,9.565,-9.716,2.4554,3
BO2-,BO2-,BO2-,aq,SH88,NA,1997-11-06,HKF,cal,-162240,-184600,-8.9,-41,-14.5,-2.2428,-6.2065,-6.3216,-2.5224,-1.6521,-11.3863,1.7595,-1
BF4-,BF4-,BF4-,aq,SH88,NA,1988-02-16,HKF,cal,-355400,-376400,43,-5.6,43,7.9796,11.7027,1.1504,-3.2628,11.8941,-4.1753,0.9779,-1
SiF6-2,SiF6-2,SiF6-2,aq,SH88,NA,1988-02-16,HKF,cal,-525700,-571000,29.2,-47.1,42.6,8.5311,13.0492,0.6211,-3.3185,4.097,-12.6289,2.7716,-2
S2-2,S2-2,S2-2,aq,SH88,NA,1987-07-03,HKF,cal,19000,7200,6.8,-65.1,20.2,5.5797,5.8426,3.4536,-3.0205,-3.3496,-16.2955,3.1083,-2
S3-2,S3-2,S3-2,aq,SH88,NA,1987-07-03,HKF,cal,17600,6200,15.8,-57.9,29.2,6.7661,8.7396,2.315,-3.1403,-0.3595,-14.8288,2.9749,-2
S4-2,S4-2,S4-2,aq,SH88,NA,1987-07-03,HKF,cal,16500,5500,24.7,-50.7,38.1,7.9381,11.6012,1.1902,-3.2586,2.6081,-13.3622,2.839,-2
S5-2,S5-2,S5-2,aq,SH88,NA,1987-07-03,HKF,cal,15700,5100,33.6,-43.6,47,9.1107,14.4645,0.0649,-3.377,5.5361,-11.9159,2.7051,-2
HF2-,HF2-,HF2-,aq,SH88,NA,1987-07-12,HKF,cal,-138160,-155340,22.1,-33.2,22.1,5.2263,4.9797,3.7928,-2.9849,-1.3751,-9.7974,1.2934,-1
Br3-,Br3-,Br3-,aq,SH88,NA,1987-07-12,HKF,cal,-25590,-31170,51.5,5.6,51.5,9.0992,14.4364,0.0759,-3.3758,17.2705,-1.8939,0.849,-1
I3-,I3-,I3-,aq,SH88,NA,1987-07-12,HKF,cal,-12300,-12300,57.2,13.1,57.2,9.85,16.2697,-0.6447,-3.4516,20.8712,-0.3661,0.7628,-1
Ag+2,Ag+2,Ag+2,aq,SH88,NA,1988-02-16,HKF,cal,64300,64200,-21,-5.3,-19.3,-0.4299,-8.831,9.221,-2.4139,15.2224,-4.1142,1.3201,2
Hg+2,Hg+2,Hg+2,aq,SH88,NA,1987-07-01,HKF,cal,39360,40670,-8.68,2.2,-19.6,-0.528,-9.0707,9.3152,-2.404,18.0613,-2.5865,1.1512,2
Cu+2,Cu+2,Cu+2,aq,SH88,NA,1997-11-07,HKF,cal,15675,15700,-23.2,-5.7,-24.6,-1.1021,-10.4726,9.8662,-2.3461,20.3,-4.39,1.4769,2
He,NA,He,aq,SHS89,NA,1987-07-13,HKF,cal,4658,-150,14.02,37.3,13,3.4722,0.6967,5.4762,-2.8078,26.0707,4.5634,-0.2123,0
H2,NA,H2,aq,SHS89,NA,1987-07-13,HKF,cal,4236,-1000,13.8,39.9,25.2,5.1427,4.7758,3.8729,-2.9764,27.6251,5.093,-0.209,0
O2,NA,O2,aq,SHS89,NA,1987-06-26,HKF,cal,3954,-2900,26.04,56,30.38,5.7889,6.3536,3.2528,-3.0417,35.353,8.3726,-0.3943,0
NH3,NA,NH3,aq,SHS89,NA,1987-07-13,HKF,cal,-6383,-19440,25.77,15.63,24.43,5.0911,2.797,8.6248,-2.8946,20.3,-1.17,-0.05,0
H2S,NA,H2S,aq,SHS89,NA,1987-06-26,HKF,cal,-6673,-9001,30,42.88,34.92,6.5097,6.7724,5.9646,-3.059,32.3,4.73,-0.1,0
B(OH)3,NA,B(OH)3,aq,SHS89,NA,1987-07-13,HKF,cal,-231540,-256820,37,12,39.22,7.0643,8.8547,3.5844,-3.1451,11.3568,-0.5902,-0.2,0
SiO2,NA,SiO2,aq,SHS89,NA,1989-01-13,HKF,cal,-199190,-209775,18,-76.1,16.1,1.9,1.7,20,-2.7,29.1,-51.2,0.1291,0
H3PO4,NA,H3PO4,aq,SHS89,NA,1987-07-11,HKF,cal,-273100,-307920,38,23.6,48.1,8.2727,12.4182,0.8691,-3.2924,17.9708,1.7727,-0.22,0
Ne,NA,Ne,aq,SHS89,NA,1987-07-13,HKF,cal,4565,-870,16.74,39.7,20.4,4.4709,3.1352,4.5177,-2.9086,27.0977,5.0523,-0.2535,0
Kr,NA,Kr,aq,SHS89,NA,1987-07-13,HKF,cal,3554,-3650,15.06,57.6,33.5,6.2721,7.5333,2.7891,-3.0904,37.8226,8.6985,-0.2281,0
Rn,NA,Rn,aq,SHS89,NA,1987-07-13,HKF,cal,2790,-5000,16,83,54.1,9.0862,14.4045,0.0884,-3.3745,52.5774,13.8725,-0.2423,0
N2,NA,N2,aq,SHS89,NA,1989-02-07,HKF,cal,4347,-2495,22.9,56,33.3,6.2046,7.3685,2.8539,-3.0836,35.7911,8.3726,-0.3468,0
SO2,NA,SO2,aq,SHS89,NA,1987-07-13,HKF,cal,-71980,-77194,38.7,35.48,38.5,6.9502,9.189,2.1383,-3.1589,31.2101,6.4578,-0.2461,0
HF,NA,HF,aq,SHS89,NA,1989-02-07,HKF,cal,-71662,-76835,22.5,14,12.5,3.4753,0.7042,5.4732,-2.8081,14.3647,-0.1828,-0.0007,0
MgSO4,MgSO4,MgSO4,aq,MS97,SLOP98.11,1994-11-28,HKF,cal,-289477,-327367,-13.5,NA,NA,1.9369,-3.0547,6.9554,-2.6526,-6.839,-7.4589,-0.03,0
NaSO4-,NaSO4-,NaSO4-,aq,MS97,SLOP98.11,1994-11-28,HKF,cal,-241476,-273733,25.46,NA,NA,6.4638,8.0045,2.597,-3.1098,14.4928,-4.1182,1.2422,-1
NaCl,NaCl,NaCl,aq,SSH97,NA,1997-09-16,HKF,cal,-92910,-96160,28,8.5,24,5.0364,4.5189,3.9669,-2.9658,10.798,-1.3031,-0.038,0
PbCl+,PbCl+,PbCl+,aq,SSH97,NA,1997-09-16,HKF,cal,-39050,-38630,28,4.9,8.53,2.9756,-0.513,5.9446,-2.7577,10.2182,-2.0364,0.1281,1
PbCl2,PbCl2,PbCl2,aq,SSH97,NA,1997-09-16,HKF,cal,-71200,-77700,47,2,35.74,6.6429,8.4416,2.4251,-3.1279,6.9886,-2.6272,-0.038,0
PbCl3-,PbCl3-,PbCl3-,aq,SSH97,NA,1997-09-16,HKF,cal,-102150,-117700,59,-11.9,66.07,11.0547,19.2141,-1.8089,-3.5733,5.9698,-5.4586,0.7356,-1
NiCl+,NiCl+,NiCl+,aq,SSH97,NA,1997-09-16,HKF,cal,-40920,-51400,-17,8.1,-6.63,1.1319,-5.0147,7.714,-2.5716,18.3863,-1.3846,0.8111,1
FeCl+,FeCl+,FeCl+,aq,SSH97,NA,1997-09-18,HKF,cal,-53030,-61260,-10.06,20.6,1.06,2.1468,-2.5367,6.7401,-2.6741,24.6912,1.1617,0.7003,1
MgCl+,MgCl+,MgCl+,aq,SSH97,NA,1997-09-18,HKF,cal,-139700,-150933,-19,25,1.26,2.223,-2.3505,6.6669,-2.6818,28.6016,2.058,0.8449,1
MgF+,MgF+,MgF+,aq,SSH97,NA,1997-09-18,HKF,cal,-177690,-190950,-28.07,39.1,-17.47,-0.2975,-8.5049,9.0858,-2.4274,38.0239,4.9301,0.9706,1
CaF+,CaF+,CaF+,aq,SSH97,NA,1997-09-18,HKF,cal,-200390,-208600,-9,30.1,-13.46,0.1568,-7.3958,8.6499,-2.4732,30.1743,3.0968,0.6911,1
Fe(Ac)+,Fe(Ac)+,FeCH3COO+,aq,SSH97,NA,1997-09-18,HKF,cal,-111900,-139060,-1.5,81.3,23.86,5.2246,4.9785,3.7863,-2.9848,59.116,13.5263,0.5756,1
Fe(Ac)2,Fe(Ac)2,Fe(CH3COO)2,aq,SSH97,NA,1997-09-18,HKF,cal,-201800,-259100,11.53,184.2,76.13,12.1698,21.937,-2.8791,-3.6858,113.7691,34.487,-0.038,0
KSO4-,KSO4-,KSO4-,aq,SSH97,NA,1997-09-18,HKF,cal,-246640,-276980,35,-10.9,27.8,5.9408,6.7274,3.0989,-3.0571,9.9089,-5.2549,1.0996,-1
CaSO4,CaSO4,CaSO4,aq,SSH97,NA,1997-09-18,HKF,cal,-312930,-345900,5,-25,4.7,2.4079,-1.8992,6.4895,-2.7004,-8.4942,-8.1271,-0.001,0
HSiO3-,HSiO3-,HSiO3-,aq,SSH97,NA,1997-09-18,HKF,cal,-242801,-273872,5,-21,5,2.9735,-0.5158,5.9467,-2.7575,8.1489,-7.3123,1.5511,-1
LiCl,LiCl,LiCl,aq,SSH97,NA,1997-09-18,HKF,cal,-99250,-105680,13.14,20.3,28,5.5837,5.8554,3.4416,-3.021,17.7136,1.1006,-0.038,0
KCl,KCl,KCl,aq,SSH97,NA,1997-09-18,HKF,cal,-95430,-95390,42.25,-8.3,38.3,6.9932,9.297,2.0889,-3.1633,0.9522,-4.7253,-0.038,0
RbCl,RbCl,RbCl,aq,SSH97,NA,1997-09-18,HKF,cal,-97870,-96800,48.56,-20,41.6,7.4542,10.4227,1.6465,-3.2098,-5.6468,-7.1086,-0.01,0
CsCl,CsCl,CsCl,aq,SSH97,NA,1997-09-18,HKF,cal,-100900,-100950,52.58,-24,48,8.401,12.7344,0.7379,-3.3054,-6.0563,-7.9234,0.2,0
NaF,NaF,NaF,aq,SSH97,NA,1997-09-18,HKF,cal,-128570,-135860,12,11.2,5.71,2.5336,-1.5922,6.3689,-2.7131,12.3804,-0.7531,-0.038,0
RbF,RbF,RbF,aq,SSH97,NA,1997-09-18,HKF,cal,-136450,-139710,31.6,-16,19,4.3647,2.8788,4.6115,-2.898,-3.2196,-6.2938,-0.001,0
NaBr,NaBr,NaBr,aq,SSH97,NA,1997-09-18,HKF,cal,-85610,-84830,34.1,7.97,32.04,6.1257,7.1789,2.9214,-3.0757,10.1926,-1.4111,-0.07,0
KBr,KBr,KBr,aq,SSH97,NA,1997-09-18,HKF,cal,-90010,-86320,47.5,-7.97,46,8.058,11.897,1.067,-3.2708,1.4496,-4.658,-0.005,0
RbBr,RbBr,RbBr,aq,SSH97,NA,1997-09-18,HKF,cal,-91010,-85730,54.2,-19.19,49,8.4668,12.8952,0.6747,-3.312,-5.172,-6.9436,-0.01,0
CsBr,CsBr,CsBr,aq,SSH97,NA,1997-09-18,HKF,cal,-94610,-88490,57.3,-26.57,57,9.5646,15.5757,-0.3789,-3.4228,-9.4143,-8.4469,-0.001,0
NaI,NaI,NaI,aq,SSH97,NA,1991-01-00,HKF,cal,-72900,-69101,37.7,10.14,43,7.6488,10.8979,1.4597,-3.2295,12.1001,-0.969,-0.001,0
KI,KI,KI,aq,SSH97,NA,1997-09-18,HKF,cal,-77740,-71829,49.2,-5.8,59,9.8369,16.2406,-0.6402,-3.4503,2.7214,-4.216,-0.005,0
RbI,RbI,RbI,aq,SSH97,NA,1997-09-18,HKF,cal,-78900,-71720,56.3,-17.02,64,10.5225,17.9145,-1.2982,-3.5195,-3.8174,-6.5015,-0.001,0
CsI,CsI,CsI,aq,SSH97,NA,1997-09-18,HKF,cal,-83460,-77820,60.3,-24.4,72,11.6513,20.6709,-2.3815,-3.6335,-7.212,-8.0048,0.1,0
Ag(CO3)-,Ag(CO3)-,Ag(CO3)-,aq,SSH97,NA,1997-09-29,HKF,cal,-111430,-142490,0,-10.2,-0.42,2.2588,-2.2632,6.6326,-2.6854,15.2147,-5.1123,1.631,-1
Ag(CO3)2-3,Ag(CO3)2-3,Ag(CO3)2-3,aq,SSH97,NA,1997-09-29,HKF,cal,-236890,-304200,-19,-28.3,1.64,3.7128,1.2872,5.2371,-2.8322,36.5589,-8.7993,5.0992,-3
MgCO3,MgCO3,MgCO3,aq,SSH97,NA,1997-10-01,HKF,cal,-238760,-270570,-24,-27.4,-18.18,-0.7355,-9.5745,9.5062,-2.3831,-10.2416,-8.6159,-0.038,0
CaCO3,CaCO3,CaCO3,aq,SSH97,NA,1997-10-02,HKF,cal,-262850,-287390,2.5,-29.6,-15.66,-0.3907,-8.7325,9.1753,-2.4179,-11.5309,-9.0641,-0.038,0
SrCO3,SrCO3,SrCO3,aq,SSH97,NA,1997-10-02,HKF,cal,-264860,-288620,8.5,-32.1,-15.24,-0.3332,-8.5922,9.1201,-2.4237,-12.9961,-9.5733,-0.038,0
BaCO3,BaCO3,BaCO3,aq,SSH97,NA,1997-10-02,HKF,cal,-263830,-285850,16,-34.4,-11.81,0.1361,-7.4461,8.6697,-2.4711,-14.344,-10.0418,-0.038,0
NaHSiO3,NaHSiO3,NaHSiO3,aq,SSH97,NA,1997-10-02,HKF,cal,-307890,-333894,10,24.61,12.72,3.4928,0.75,5.4483,-2.81,20.2395,1.9785,-0.038,0
KHSO4,KHSO4,KHSO4,aq,SSH97,NA,1997-10-02,HKF,cal,-243400,-267400,55,57.72,53.77,9.1226,14.4964,0.0453,-3.3782,39.9849,8.723,-0.001,0
SrF+,SrF+,SrF+,aq,SSH97,NA,1997-10-02,HKF,cal,-202290,-210670,-6.2,16.11,-12.79,0.2336,-7.2081,8.5761,-2.481,21.5706,0.2471,0.6472,1
BaF+,BaF+,BaF+,aq,SSH97,NA,1997-10-09,HKF,cal,-201807,-206931,6.38,10.71,-7,0.916,-5.542,7.9213,-2.5498,16.7731,-0.8065,0.4555,1
CaCl+,CaCl+,CaCl+,aq,SSH97,NA,1997-10-02,HKF,cal,-163100,-168607,4.5,17.47,5.74,2.7148,-1.1497,6.1949,-2.7314,20.8839,0.5241,0.4862,1
CaCl2,CaCl2,CaCl2,aq,SSH97,NA,1997-10-02,HKF,cal,-194000,-211060,6,30.96,32.64,6.2187,7.4058,2.8322,-3.0851,23.961,3.272,-0.038,0
SrCl+,SrCl+,SrCl+,aq,SSH97,NA,1997-10-02,HKF,cal,-165800,-169790,11,11.84,6.41,2.7719,-1.0104,6.1402,-2.7372,16.6402,-0.6227,0.3837,1
BaCl+,BaCl+,BaCl+,aq,SSH97,NA,1997-10-02,HKF,cal,-164730,-165323,24,6.67,11.87,3.4534,0.6537,5.4861,-2.806,11.8213,-1.6759,0.1895,1
FeCl2,FeCl2,FeCl2,aq,SSH97,NA,1997-10-02,HKF,cal,-73480,-78490,43,29.2,27.43,5.5057,5.665,3.5164,-3.0131,22.9295,2.9135,-0.038,0
MnCl+,MnCl+,MnCl+,aq,SSH97,NA,1997-10-02,HKF,cal,-86290,-88280,12,25.12,6.74,2.8119,-0.9126,6.1017,-2.7412,24.2838,2.0824,0.3686,1
PbCl4-2,PbCl4-2,PbCl4-2,aq,SSH97,NA,1997-10-02,HKF,cal,-133177,-159209,66,-35.18,99.86,16.1777,31.723,-6.7255,-4.0904,5.9335,-10.2007,2.2126,-2
AgCl4-3,AgCl4-3,AgCl4-3,aq,SSH97,NA,1997-10-02,HKF,cal,-112280,-150616,35,16.09,122.97,20.0386,41.1504,-10.4309,-4.4801,55.0238,0.243,4.2796,-3
AgNO3,AgNO3,AgNO3,aq,SSH97,NA,1997-10-02,HKF,cal,-7738,-23320,49,31.28,36.64,6.766,8.7423,2.3069,-3.1404,24.1485,3.3372,-0.038,0
MnSO4,MnSO4,MnSO4,aq,SSH97,NA,1997-10-02,HKF,cal,-235640,-266750,5,-20.6,2.8,2.1354,-2.5645,6.751,-2.6729,-6.2564,-7.2308,-0.038,0
BeCl+,BeCl+,BeCl+,aq,SSH97,NA,1997-10-02,HKF,cal,-115316,-124998,92.31,31.19,-2.06,1.1974,-4.8548,7.6512,-2.5783,16.6475,3.3197,-0.8467,1
BeCl2,BeCl2,BeCl2,aq,SSH97,NA,1997-10-02,HKF,cal,-145521,-156432,130.44,57.74,23.95,5.0297,4.5026,3.9733,-2.9651,39.653,8.7262,-0.038,0
