name,abbrv,formula,state,ref1,ref2,date,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
Nd(Ac)3,NA,Nd(CH3COO)3,aq,SK93,NA,1992-09-10,cal,-433560,-524090,9.1,177.7,106.3,16.3006,32.0216,-6.8393,-4.1027,110.0156,33.1567,-0.03,0
Sm(Ac)3,NA,Sm(CH3COO)3,aq,SK93,SLOP16.1,2015-09-00,cal,-433000,-524000,6,176.9,107.8,16.5088,32.5307,-7.0412,-4.1237,109.5807,33.0056,-0.03,0
Yb(Ac)3,NA,Yb(CH3COO)3,aq,SK93,NA,1992-09-10,cal,-425590,-520890,-9.7,228.1,104.4,16.0356,31.3743,-6.5843,-4.0759,139.5859,43.4346,-0.03,0
Rb(Ac),NA,RbCH3COO,aq,SK93,NA,1992-08-19,cal,-156110,-174950,53.7,48,65.3,10.6948,18.3352,-1.4623,-3.5369,33.9961,6.7343,-0.03,0
Rb(Ac)2-,NA,Rb(CH3COO)2-,aq,SK93,NA,1992-09-10,cal,-244000,-292490,68.3,117,122.2,18.6924,37.8608,-9.1318,-4.3441,80.2139,20.8,0.5941,-1
Cs(Ac),NA,CsCH3COO,aq,SK93,NA,1992-08-19,cal,-158010,-176320,57.5,40.6,73.3,11.7865,20.9974,-2.502,-3.6469,29.6579,5.2264,-0.03,0
Cs(Ac)2-,NA,Cs(CH3COO)2-,aq,SK93,NA,1992-09-10,cal,-245900,-293570,73.2,102.6,131.1,19.8839,40.767,-10.2671,-4.4642,71.0739,17.858,0.5208,-1
NH4(Ac),NA,NH4CH3COO,aq,SK93,NA,1992-09-10,cal,-107550,-147230,50.7,90.1,69.6,11.2849,19.7719,-2.0187,-3.5963,58.7075,15.3233,-0.03,0
NH4(Ac)2-,NA,NH4(CH3COO)2-,aq,SK93,NA,1992-09-10,cal,-195640,-265200,64.7,199.3,127,19.3685,39.509,-9.7736,-4.4122,128.9386,37.5581,0.6495,-1
Be(Ac)+,NA,BeCH3COO+,aq,SK93,NA,1993-03-11,cal,-174020,-213040,-45.6,97.1,21.1,5.0795,4.6238,3.9264,-2.97,74.547,16.741,1.2465,1
Be(Ac)2,NA,Be(CH3COO)2,aq,SK93,NA,1993-03-11,cal,-263740,-336230,-43.8,215.1,73,11.7442,20.8961,-2.4661,-3.6427,131.9355,40.7754,-0.03,0
Ra(Ac)+,NA,RaCH3COO+,aq,SK93,NA,1993-03-11,cal,-223900,-239380,48,67.6,37.6,6.8554,8.9566,2.2315,-3.1492,44.1726,10.737,-0.1754,1
Ra(Ac)2,NA,Ra(CH3COO)2,aq,SK93,NA,1993-03-11,cal,-312940,-353260,78.8,157.6,91.4,14.2584,27.0324,-4.8725,-3.8964,98.2315,29.0609,-0.03,0
Sc(Ac)+2,NA,ScCH3COO+2,aq,SK93,NA,1992-09-10,cal,-233010,-268100,-42.4,65.7,2.8,2.7175,-1.1437,6.1937,-2.7316,60.3195,10.3398,1.7013,2
Sc(Ac)2+,NA,Sc(CH3COO)2+,aq,SK93,NA,1992-09-10,cal,-324640,-389320,-27.5,156,52.5,9.2794,14.8737,-0.0899,-3.3938,106.5183,28.737,0.9706,1
Sc(Ac)3,NA,Sc(CH3COO)3,aq,SK93,NA,1992-09-10,cal,-415370,-511840,-20,235.6,108,16.5277,32.5748,-7.0539,-4.1255,143.9346,44.946,-0.03,0
Pr(Ac)+2,NA,PrCH3COO+2,aq,SK93,NA,1992-09-10,cal,-254570,-287880,-26.8,38,2.5,2.6078,-1.4116,6.2996,-2.7205,41.9424,4.7024,1.4671,2
Pr(Ac)2+,NA,Pr(CH3COO)2+,aq,SK93,NA,1992-09-10,cal,-345500,-406710,-6.2,102,52.3,9.1362,14.525,0.0441,-3.3794,71.8931,17.7378,0.6472,1
Pr(Ac)3,NA,Pr(CH3COO)3,aq,SK93,NA,1992-09-10,cal,-435690,-526750,7.8,144.3,107.7,16.4898,32.4806,-7.0127,-4.1216,90.447,26.3552,-0.03,0
Ce(Ac)+2,NA,CeCH3COO+2,aq,SK93,SLOP16.1,2015-09-00,cal,-254000,-286000,-25.4,58.5,5.1,2.9487,-0.5825,5.9809,-2.7548,53.6757,8.8731,1.4382,2
Ce(Ac)2+,NA,Ce(CH3COO)2+,aq,SK93,SLOP16.1,2015-09-00,cal,-345000,-405000,-4.3,141.9,55.1,9.5157,15.4527,-0.3219,-3.4177,95.0022,25.8754,0.6143,1
Ce(Ac)3,NA,Ce(CH3COO)3,aq,SK93,SLOP16.1,2015-09-00,cal,-435000,-525000,10.3,211.8,110.9,16.9252,33.5426,-7.4282,-4.1656,130.0191,40.1094,-0.03,0
Gd(Ac)+2,NA,GdCH3COO+2,aq,SK93,NA,1992-09-10,cal,-250490,-283100,-25.7,64.5,4.4,2.8605,-0.7945,6.0567,-2.7461,57.3241,10.1106,1.4477,2
Gd(Ac)2+,NA,Gd(CH3COO)2+,aq,SK93,NA,1992-09-10,cal,-341350,-401740,-4.7,153.8,54.4,9.4165,15.2134,-0.2342,-3.4078,102.023,28.2899,0.6223,1
Gd(Ac)3,NA,Gd(CH3COO)3,aq,SK93,NA,1992-09-10,cal,-431490,-521580,9.8,231.8,110,16.8116,33.2662,-7.3215,-4.1541,141.7603,44.1903,-0.03,0
Tb(Ac)+2,NA,TbCH3COO+2,aq,SK93,NA,1992-09-10,cal,-251390,-286400,-32.5,54.2,4.7,2.9247,-0.6382,5.9963,-2.7525,52.1779,8.0023,1.5475,2
Tb(Ac)2+,NA,Tb(CH3COO)2+,aq,SK93,NA,1992-09-10,cal,-342250,-405780,-14,133.6,54.6,9.4965,15.4094,-0.3132,-3.4159,91.4417,24.1763,0.7584,1
Tb(Ac)3,NA,Tb(CH3COO)3,aq,SK93,NA,1992-09-10,cal,-432390,-526470,-2.3,197.7,110.3,16.8495,33.3603,-7.3624,-4.158,121.7569,37.2376,-0.03,0
Dy(Ac)+2,NA,DyCH3COO+2,aq,SK93,SLOP16.1,2015-09-00,cal,-250500,-286100,-34.2,74,4.1,2.8591,-0.797,6.0561,-2.746,64.072,12.0356,1.579,2
Dy(Ac)2+,NA,Dy(CH3COO)2+,aq,SK93,SLOP16.1,2015-09-00,cal,-341400,-406000,-16.3,172.2,54,9.4257,15.233,-0.2363,-3.4086,114.4678,32.0457,0.8002,1
Dy(Ac)3,NA,Dy(CH3COO)3,aq,SK93,SLOP16.1,2015-09-00,cal,-431500,-526600,-5.3,263,109.6,16.7548,33.1279,-7.2677,-4.1484,160.0243,50.5384,-0.03,0
Ho(Ac)+2,NA,HoCH3COO+2,aq,SK93,SLOP16.1,2015-09-00,cal,-253300,-288500,-32.9,70.4,3.1,2.7148,-1.1553,6.2089,-2.7311,61.7679,11.3023,1.5579,2
Ho(Ac)2+,NA,Ho(CH3COO)2+,aq,SK93,SLOP16.1,2015-09-00,cal,-344100,-408000,-14.6,165.2,52.9,9.2621,14.8317,-0.0744,-3.392,110.0599,30.6149,0.7686,1
Ho(Ac)3,NA,Ho(CH3COO)3,aq,SK93,SLOP16.1,2015-09-00,cal,-434300,-528800,-3.1,251.1,108.4,16.5845,32.713,-7.107,-4.1313,153.0665,48.1201,-0.03,0
Er(Ac)+2,NA,ErCH3COO+2,aq,SK93,NA,1992-09-11,cal,-251770,-288520,-38.6,68.1,1.5,2.5305,-1.6022,6.3787,-2.7127,61.2455,10.8439,1.6444,2
Er(Ac)2+,NA,Er(CH3COO)2+,aq,SK93,NA,1992-09-11,cal,-342620,-408540,-22.3,160.8,51.2,9.0662,14.3528,0.1146,-3.3722,108.6293,29.7206,0.8926,1
Er(Ac)3,NA,Er(CH3COO)3,aq,SK93,NA,1992-09-11,cal,-432750,-529992,-13.2,243.7,106.4,16.3195,32.0657,-6.852,-4.1045,148.7181,46.6086,-0.03,0
Tm(Ac)+2,NA,TmCH3COO+2,aq,SK93,NA,1992-09-11,cal,-251770,-288500,-38.3,68.1,1.5,2.5268,-1.6112,6.3814,-2.7123,61.1431,10.8439,1.6332,2
Tm(Ac)2+,NA,Tm(CH3COO)2+,aq,SK93,NA,1992-09-11,cal,-342620,-408490,-21.9,160.8,51.2,9.0621,14.3448,0.1131,-3.3719,108.5166,29.7206,0.8803,1
Tm(Ac)3,NA,Tm(CH3COO)3,aq,SK93,NA,1992-09-11,cal,-432750,-529900,-12.7,243.7,106.4,16.3195,32.0657,-6.852,-4.1045,148.7181,46.6086,-0.03,0
Lu(Ac)+2,NA,LuCH3COO+2,aq,SK93,NA,1992-09-10,cal,-251290,-288534,-45.4,73.3,-0.7,2.2608,-2.2622,6.6412,-2.6854,65.2386,11.8981,1.7486,2
Lu(Ac)2+,NA,Lu(CH3COO)2+,aq,SK93,NA,1992-09-10,cal,-342150,-409310,-31.6,170.9,48.7,8.7721,13.6382,0.3879,-3.3427,115.7906,31.7774,1.0276,1
Lu(Ac)3,NA,Lu(CH3COO)3,aq,SK93,NA,1992-09-10,cal,-432290,-531620,-25.3,260.8,103.7,15.9409,31.1419,-6.4897,-4.0663,158.7197,50.085,-0.03,0
Y(Ac)+2,NA,YCH3COO+2,aq,SK93,NA,1992-09-10,cal,-255670,-291130,-41,65,4,2.8774,-0.7576,6.0516,-2.7476,59.7114,10.2023,1.6782,2
Y(Ac)2+,NA,Y(CH3COO)2+,aq,SK93,NA,1992-09-10,cal,-346520,-411420,-25.6,154.7,53.9,9.4572,15.3127,-0.2736,-3.4119,105.4982,28.4687,0.9437,1
Y(Ac)3,NA,Y(CH3COO)3,aq,SK93,NA,1992-09-10,cal,-436650,-533170,-17.5,233.3,109.5,16.7359,33.0838,-7.255,-4.1466,142.63,44.4926,-0.03,0
CO,NA,CO,aq,SM93,NA,2006-09-01,cal,-28682,-28910,24.53,64.5,33.8,6.2373,7.4498,2.8184,-3.0869,40.2523,10.0022,-0.3715,0
HCN,NA,HCN,aq,SM93,NA,1993-06-04,cal,28600,25600,29.8,40.7,45.9,8.0083,11.7705,1.1286,-3.2655,28.9941,5.256,-0.1113,0
urea,NA,H2NCONH2,aq,SM93,NA,1990-08-05,cal,-48720,-76100,42.3,44.23,21,7.7158,7.3031,10.9353,-3.0808,23.584,-2.6343,-0.3006,0
formaldehyde,NA,HCHO,aq,SS93,SLOP16.3,1998-06-02,cal,-26130,-33890,31.09,15.7,26.9,5.3113,5.3139,3.3901,-2.9986,18.9581,-3.4097,-0.3984,0
acetaldehyde,NA,CH3CHO,aq,SS93,NA,1993-01-14,cal,-33470,-50380,33,34.9,43.7,7.6203,10.5479,2.1995,-3.215,34.5782,-1.5128,-0.3686,0
propanal,NA,CH3CH2CHO,aq,SS93,NA,1993-01-14,cal,-32730,-57360,39.7,56.1,59.5,9.7974,15.4784,1.088,-3.4188,51.9312,0.5817,-0.3242,0
butanal,NA,CH3(CH2)2CHO,aq,SS93,NA,1993-01-14,cal,-28720,-61070,46.6,77.3,75.3,11.9745,20.4152,-0.0393,-3.6229,69.2842,2.6762,-0.2798,0
pentanal,NA,CH3(CH2)3CHO,aq,SS93,NA,1993-01-14,cal,-27020,-67100,53.1,98.5,91.1,14.1516,25.3457,-1.1508,-3.8267,86.637,4.7708,-0.2354,0
hexanal,NA,CH3(CH2)4CHO,aq,SS93,NA,1993-01-14,cal,-24850,-72650,59.8,119.7,106.9,16.3287,30.2824,-2.2778,-4.0308,103.9898,6.8654,-0.1909,0
heptanal,NA,CH3(CH2)5CHO,aq,SS93,NA,1993-01-14,cal,-21490,-77010,66.5,140.9,122.7,18.5058,35.2192,-3.4052,-4.2349,121.3428,8.9599,-0.1465,0
octanal,NA,CH3(CH2)6CHO,aq,SS93,NA,1993-01-14,cal,-20310,-83550,73.2,162.1,138.5,20.6828,40.1499,-4.5165,-4.4387,138.6956,11.0545,-0.1021,0
nonanal,NA,CH3(CH2)7CHO,aq,SS93,NA,1993-01-14,cal,-18100,-89060,79.9,183.3,154.3,22.8599,45.0867,-5.6439,-4.6428,156.0486,13.149,-0.0577,0
decanal,NA,CH3(CH2)8CHO,aq,SS93,NA,1993-01-14,cal,-16600,-95290,86.6,204.5,170.1,25.037,50.0234,-6.7709,-4.8469,173.4014,15.2436,-0.0133,0
"formic acid",NA,H2CO2,aq,Sho95,NA,1992-06-17,cal,-88982,-101680,38.9,22.8,34.69,6.3957,7.7713,2.8318,-3.1002,26.1,-3.1,-0.33,0
"acetic acid",CH3COOH,C2H4O2,aq,Sho95,NA,1992-03-06,cal,-94760,-116100,42.7,40.56,52.01,11.6198,5.218,2.5088,-2.9946,42.076,-1.5417,-0.15,0
"propanoic acid",NA,C3H6O2,aq,Sho95,NA,1992-03-06,cal,-93450,-122470,49.4,60.5,67.9,11.0057,18.7077,-0.7792,-3.5523,62.97,-1.19,-0.15,0
"n-butanoic acid","butanoic acid",C4H8O2,aq,Sho95,NA,1992-03-06,cal,-91210,-127950,56.1,80.5,84.61,13.2702,23.3487,-0.6985,-3.7441,72.4342,2.9924,-0.2155,0
"n-pentanoic acid",NA,C5H10O2,aq,Sho95,NA,1992-03-06,cal,-89240,-133690,62.8,103.3,100.5,15.4596,28.3156,-1.8374,-3.9495,91.0659,5.245,-0.171,0
"n-hexanoic acid",NA,C6H12O2,aq,Sho95,NA,1992-03-06,cal,-87120,-139290,69.5,125,116.55,17.6709,33.3251,-2.97,-4.1566,108.8183,7.389,-0.1266,0
"n-heptanoic acid",NA,C7H14O2,aq,Sho95,NA,1992-06-17,cal,-85200,-145080,76.2,146.2,131.6,19.7454,38.0251,-4.0341,-4.3509,126.1711,9.4836,-0.0822,0
"n-octanoic acid",NA,C8H16O2,aq,Sho95,NA,1992-03-06,cal,-83450,-151050,82.9,167.4,147.4,21.9224,42.9621,-5.1613,-4.555,143.5241,11.5781,-0.0378,0
"n-nonanoic acid",NA,C9H18O2,aq,Sho95,NA,1992-02-28,cal,-81220,-156530,89.6,188.6,163.2,24.0995,47.8926,-6.2728,-4.7588,160.8768,13.6727,0.0066,0
"n-decanoic acid",NA,C10H20O2,aq,Sho95,NA,1992-02-28,cal,-79170,-162200,96.3,209.8,179,26.2766,52.8294,-7.4002,-4.9629,178.2298,15.7672,0.051,0
"n-undecanoic acid",NA,C11H22O2,aq,Sho95,NA,1992-06-17,cal,-77130,-167870,103,231,194.8,28.4537,57.7661,-8.5272,-5.167,195.5826,17.8618,0.0955,0
"n-dodecanoic acid",NA,C12H24O2,aq,Sho95,NA,1992-02-28,cal,-75080,-173540,109.7,252.2,210.6,30.6308,62.6966,-9.6387,-5.3708,212.9354,19.9564,0.1399,0
"n-benzoic acid",NA,C7H6O2,aq,Sho95,NA,1992-02-28,cal,-56130,-85070,55.1,89,98.77,15.2056,27.7392,-1.7049,-3.9256,79.1665,3.8322,-0.2221,0
"o-toluic acid",NA,C8H8O2,aq,Sho95,NA,1992-06-17,cal,-54770,-92640,57.9,118.4,111.8,16.9949,31.7947,-2.6262,-4.0933,102.8349,6.7369,-0.2035,0
"m-toluic acid",NA,C8H8O2,aq,Sho95,NA,1992-02-28,cal,-57960,-95450,59.3,122,111.8,16.9981,31.7988,-2.6205,-4.0935,105.7976,7.0926,-0.1942,0
"p-toluic acid",NA,C8H8O2,aq,Sho95,NA,1992-06-17,cal,-58440,-96190,58.3,103.8,111.8,16.9958,31.7924,-2.6157,-4.0932,91.1907,5.2944,-0.2009,0
"oxalic acid",NA,C2H2O4,aq,Sho95,NA,1992-02-28,cal,-168640,-194580,44,22.7,49.43,8.4291,12.3793,1.7866,-3.2907,25.4994,-2.7181,-0.2957,0
"malonic acid",NA,C3H4O4,aq,Sho95,NA,1992-02-28,cal,-175420,-207870,55.7,38.4,66.82,10.8349,17.834,0.5436,-3.5162,38.762,-1.167,-0.2181,0
"succinic acid",NA,C4H6O4,aq,Sho95,NA,1992-02-28,cal,-177800,-218000,62.3,53.3,82.44,12.9872,22.7109,-0.5623,-3.7178,51.074,0.305,-0.1744,0
"glutaric acid",NA,C5H8O4,aq,Sho95,NA,1992-02-28,cal,-176780,-223440,73.2,64.1,98.98,15.2749,27.8946,-1.7361,-3.9321,60.3712,1.3721,-0.1021,0
"adipic acid",NA,C6H10O4,aq,Sho95,SLOP16.4,1998-06-02,cal,-175740,-229750,81.3,80.1,115.15,17.5058,32.9525,-2.8895,-4.1412,73.6536,2.9529,-0.0484,0
"pimelic acid",NA,C7H12O4,aq,Sho95,NA,1998-06-02,cal,-172380,-233720,89.1,98,131.93,19.8194,38.1932,-4.0727,-4.3578,88.4361,4.7214,0.0033,0
"suberic acid",NA,C8H14O4,aq,Sho95,NA,1992-06-16,cal,-168490,-237760,95.1,122.6,146,21.7582,42.5872,-5.0703,-4.5395,108.4636,7.1519,0.0431,0
"azelaic acid",NA,C9H16O4,aq,Sho95,NA,1992-06-16,cal,-163660,-240700,101.6,143.8,161.8,23.9348,47.5253,-6.2031,-4.7436,125.8045,9.2464,0.0862,0
"sebacic acid",NA,C10H18O4,aq,Sho95,NA,1992-06-16,cal,-161240,-246000,108.3,165,177.6,26.1119,52.4558,-7.3146,-4.9474,143.1573,11.341,0.1306,0
formate,NA,HCO2-,aq,Sho95,NA,1992-02-28,cal,-83862,-101680,21.7,-22,26.16,5.7842,4.7242,7.363,-2.9742,17,-12.4,1.3003,-1
acetate,CH3COO-,C2H3O2-,aq,Sho95,NA,1992-02-28,cal,-88270,-116160,20.6,6.2,40.5,7.7525,8.6996,7.5825,-3.1385,26.3,-3.86,1.3182,-1
propanoate,NA,C3H5O2-,aq,Sho95,NA,1992-02-28,cal,-86780,-122630,26.5,30.9,54.95,9.6992,12.1344,9.0612,-3.2805,52.3,-4.2,1.2276,-1
n-butanoate,NA,C4H7O2-,aq,Sho95,NA,1992-06-17,cal,-84650,-128630,31.8,44.5,70.3,11.7724,17.0492,7.4458,-3.4837,62.3135,-3.5666,1.1469,-1
n-pentanoate,NA,C5H9O2-,aq,Sho95,NA,1992-06-17,cal,-82630,-134380,38.3,70.3,86.31,13.9304,24.8456,-1.0403,-3.806,86.5816,-3.2539,1.0496,-1
n-hexanoate,NA,C6H11O2-,aq,Sho95,NA,1992-02-28,cal,-80490,-139870,45.3,90,102.21,16.07,29.6995,-2.153,-4.0067,104.8115,-3.0151,0.9427,-1
n-heptanoate,NA,C7H13O2-,aq,Sho95,NA,1992-02-28,cal,-78525,-145620,52,111.2,116.91,18.0474,33.1726,-0.6108,-4.1503,124.5591,-2.7582,0.8417,-1
n-octanoate,NA,C8H15O2-,aq,Sho95,SLOP16.5,1998-06-02,cal,-76770,-151580,58.7,128,133.82,20.3271,39.3469,-4.3421,-4.4055,140.0102,-2.5545,0.7402,-1
n-nonanoate,NA,C9H17O2-,aq,Sho95,NA,1992-02-28,cal,-74770,-156990,65.4,153.6,149.2,22.3974,44.0392,-5.4082,-4.5995,164.0445,-2.2443,0.6387,-1
n-decanoate,NA,C10H19O2-,aq,Sho95,NA,1992-02-28,cal,-72460,-162700,72.1,175,165.19,24.5511,48.6514,-5.8334,-4.7901,181.64,-1.81,0.5372,-1
n-undecanoate,NA,C11H21O2-,aq,Sho95,NA,1992-02-28,cal,-70410,-168370,78.8,196,180.8,26.6529,53.6845,-7.5999,-4.9982,203.5298,-1.7304,0.4356,-1
n-dodecanoate,NA,C12H23O2-,aq,Sho95,SLOP16.4,1998-06-02,cal,-68370,-174040,85.5,210.8,196.1,28.7122,58.3495,-8.6541,-5.1911,217.0287,-1.551,0.334,-1
benzoate,NA,C7H5O2-,aq,Sho95,NA,1992-06-17,cal,-50400,-84990,36.2,51.41,87.03,14.0396,25.0153,-0.8986,-3.813,68.449,-3.4828,1.0813,-1
o-toluate,NA,C8H7O2-,aq,Sho95,NA,1992-02-28,cal,-49440,-94070,35.1,87.4,100.12,15.8364,29.1695,-2.0312,-3.9848,103.704,-3.0466,1.0977,-1
m-toluate,NA,C8H7O2-,aq,Sho95,NA,1992-02-28,cal,-52150,-95350,39.9,80.5,100.12,15.8115,29.1099,-2.01,-3.9823,96.2963,-3.1302,1.0242,-1
p-toluate,NA,C8H7O2-,aq,Sho95,NA,1992-02-28,cal,-52480,-96160,38.3,65.5,100.12,15.8201,29.1311,-2.0189,-3.9832,81.8997,-3.312,1.0496,-1
H-oxalate,NA,C2HO4-,aq,Sho95,NA,1992-06-17,cal,-166907,-195600,36,-16.3,42.36,7.9276,11.2406,2.05,-3.2436,6.5915,-6.3548,1.0831,-1
H-malonate,NA,C3H3O4-,aq,Sho95,NA,1992-06-16,cal,-171530,-207850,42.7,-5.6,57.07,9.9065,15.7293,1.0227,-3.4291,11.9343,-4.1738,0.9826,-1
H-succinate,NA,C4H5O4-,aq,Sho95,NA,1992-06-16,cal,-172060,-217350,45.2,9.3,69.99,11.6617,19.7057,0.1226,-3.5935,26.117,-3.9932,0.9446,-1
H-glutarate,NA,C5H7O4-,aq,Sho95,NA,1992-06-17,cal,-170860,-223570,52.9,20.1,85.88,13.7966,24.547,-0.9823,-3.7937,35.5763,-3.8623,0.8279,-1
H-adipate,NA,C6H9O4-,aq,Sho95,NA,1992-06-17,cal,-166770,-227130,59.8,36.1,102.09,15.9795,29.4936,-2.1047,-3.9982,50.218,-3.6684,0.7234,-1
H-pimelate,NA,C7H11O4-,aq,Sho95,NA,1992-06-17,cal,-166260,-234040,67.5,54,117.7,18.0762,34.2416,-3.1742,-4.1944,66.6044,-3.4514,0.6069,-1
H-suberate,NA,C8H13O4-,aq,Sho95,NA,1992-06-17,cal,-162340,-238130,73.2,78.6,133.2,20.168,38.9836,-4.253,-4.3905,89.8033,-3.1533,0.5205,-1
H-azelate,NA,C9H15O4-,aq,Sho95,NA,1992-06-17,cal,-157490,-240970,80,99.8,149,22.2952,43.8077,-5.3553,-4.5899,109.5312,-2.8963,0.4174,-1
H-sebacate,NA,C10H17O4-,aq,Sho95,NA,1992-06-16,cal,-155040,-246230,86.7,121,164.8,24.423,48.6302,-6.4512,-4.7893,129.2733,-2.6394,0.3158,-1
oxalate-2,NA,C2O4-2,aq,Sho95,NA,1992-06-17,cal,-161100,-197200,10.9,-73.3,30.3,6.9414,9.6716,0.8669,-3.1787,-10.7618,-18.6787,3.048,-2
malonate-2,NA,C3H2O4-2,aq,Sho95,NA,1992-06-17,cal,-163760,-209000,12.8,-65.4,38.43,8.0442,11.503,1.9943,-3.2544,-27.6299,-4.8985,3.0192,-2
