name,abbrv,formula,state,ref1,ref2,date,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
Sm(Oxal)+,NA,SmC2O4+,aq,PSK99,NA,2006-08-24,cal,-327268,-359798,-7.3,-36.6,0,0,0,0,0,-9.729,-10.4899,0.6644,1
Cs(Mal)-,NA,CsC3H2O4-,aq,PSK99,NA,2006-08-24,cal,-234261,-269659,50.7,8.3,0,0,0,0,0,18.2295,-1.3438,0.8611,-1
NH4(Mal)-,NA,NH4C3H2O4-,aq,PSK99,NA,2006-08-24,cal,-184292,-240119,47.2,30.6,0,0,0,0,0,31.744,3.1986,0.9143,-1
Sr(Mal),NA,SrC3H2O4,aq,PSK99,NA,2006-08-24,cal,-301413,-337769,24,4.6,0,0,0,0,0,8.6663,-2.0975,-0.0234,0
Cr(Mal),NA,CrC3H2O4,aq,PSK99,NA,2006-08-24,cal,-209628,-247329,12.6,7.4,0,0,0,0,0,11.7505,-1.5271,0.1492,0
Be(Mal),NA,BeC3H2O4,aq,PSK99,NA,2006-08-24,cal,-263425,-301710,7.3,13.3,0,0,0,0,0,15.8793,-0.3253,0.2294,0
Fe(Mal),NA,FeC3H2O4,aq,PSK99,NA,2006-08-24,cal,-190569,-228744,11.9,6.5,0,0,0,0,0,11.3118,-1.7105,0.1598,0
In(Mal)+,NA,InC3H2O4+,aq,PSK99,NA,2006-08-24,cal,-197039,-240379,-13.7,-0.7,0,0,0,0,0,12.0964,-3.1771,0.7584,1
Y(Mal)+,NA,YC3H2O4+,aq,PSK99,NA,2006-08-24,cal,-334437,-346214,-11.7,-21.1,0,0,0,0,0,-0.1075,-7.3326,0.7287,1
Ca(Mal),NA,CaC3H2O4,aq,PSK99,NA,2006-08-24,cal,-299291,-336094,19.9,7.1,0,0,0,0,0,10.9999,-1.5943,0.0825,0
Ba(Mal),NA,BaC3H2O4,aq,PSK99,NA,2006-08-24,cal,-300901,-336014,30.7,2.3,0,0,0,0,0,6.3055,-2.566,-0.1446,0
Mn(Mal),NA,MnC3H2O4,aq,PSK99,NA,2006-08-24,cal,-223349,-260016,18.1,10.5,0,0,0,0,0,12.5039,-0.8957,0.022,0
Co(Mal),NA,CoC3H2O4,aq,PSK99,NA,2006-08-24,cal,-181890,-220607,10.7,6.8,0,0,0,0,0,11.4747,-1.6493,0.1583,0
Ni(Mal),NA,NiC3H2O4,aq,PSK99,NA,2006-08-24,cal,-180254,-219729,8.2,2.9,0,0,0,0,0,9.8222,-2.4438,0.234,0
Mg(Succ),NA,MgC4H4O4,aq,PSK99,NA,2006-08-24,cal,-275327,-323172,13.4,24.2,0,0,0,0,0,21.4953,1.8949,0.1371,0
Ba(Succ),NA,BaC4H4O4,aq,PSK99,NA,2006-08-24,cal,-301248,-344085,37.4,17.2,0,0,0,0,0,14.3544,0.469,-0.2264,0
La(Succ)+,NA,LaC4H4O4+,aq,PSK99,OBIGT.4,2006-08-24,cal,-333783,-382552,0.4,-7.7,0,0,0,0,0,6.2221,-4.603,0.5464,1
NH4(Succ)-,NA,NH4C4H4O4-,aq,PSK99,OBIGT.4,2006-08-24,cal,-184830,-248381,53.9,5.5,0,0,0,0,0,16.1839,-1.9142,0.8127,-1
Be(Succ),NA,BeC4H4O4,aq,PSK99,NA,2006-08-24,cal,-261329,-307338,14,28.2,0,0,0,0,0,23.7636,2.7097,0.128,0
Fe(Succ)+,NA,FeC4H4O4+,aq,PSK99,NA,2006-08-24,cal,-180944,-230499,-9.3,-4.6,0,0,0,0,0,9.2484,-3.9715,0.6911,1
Sc(Succ)+,NA,ScC4H4O4+,aq,PSK99,NA,2006-08-24,cal,-311593,-360599,-5.7,-5.9,0,0,0,0,0,8.049,-4.2363,0.6388,1
Sr(Succ),NA,SrC4H4O4,aq,PSK99,NA,2006-08-24,cal,-305007,-349088,30.7,19.5,0,0,0,0,0,16.4919,0.9172,-0.1249,0
Sm(Succ)+,NA,SmC4H4O4+,aq,PSK99,NA,2006-08-24,cal,-330384,-379793,1.3,-13.8,0,0,0,0,0,2.5301,-5.8456,0.5324,1
Er(Succ)+,NA,ErC4H4O4+,aq,PSK99,NA,2006-08-24,cal,-331130,-382336,-3.8,-4.8,0,0,0,0,0,8.4222,-4.0123,0.6063,1
U(Succ)+2,NA,UC4H4O4+2,aq,PSK99,NA,2006-08-24,cal,-298889,-352175,-31.9,30.1,0,0,0,0,0,36.6582,3.0968,1.5372,2
Ba(Glut),NA,BaC5H6O4,aq,PSK99,NA,2006-08-24,cal,-300284,-350844,44.1,28,0,0,0,0,0,19.8355,2.669,-0.3278,0
Mn(Glut),NA,MnC5H6O4,aq,PSK99,NA,2006-08-24,cal,-220699,-272813,31.5,36.2,0,0,0,0,0,26.2365,4.3393,-0.137,0
Co(Glut),NA,CoC5H6O4,aq,PSK99,NA,2006-08-24,cal,-179472,-233636,24.1,32.5,0,0,0,0,0,25.005,3.5856,-0.025,0
La(Glut)+,NA,LaC5H6O4+,aq,PSK99,NA,2006-08-24,cal,-333010,-389502,7.1,3.1,0,0,0,0,0,11.6926,-2.403,0.4437,1
Y(Glut)+,NA,YC5H6O4+,aq,PSK99,NA,2006-08-24,cal,-333124,-390348,1.7,4.6,0,0,0,0,0,13.2562,-2.0975,0.5256,1
Sc(Glut)+,NA,ScC5H6O4+,aq,PSK99,NA,2006-08-24,cal,-311666,-368395,1,4.9,0,0,0,0,0,13.5476,-2.0364,0.5394,1
Th(Glut)+2,NA,ThC5H6O4+2,aq,PSK99,NA,2006-08-24,cal,-343991,-405398,-26.2,40.5,0,0,0,0,0,42.0857,5.2153,1.4574,2
Ca(Glut),NA,CaC5H6O4,aq,PSK99,NA,2006-08-24,cal,-297828,-350078,33.3,32.8,0,0,0,0,0,24.0159,3.6468,-0.1643,0
Pb(Glut),NA,PbC5H6O4,aq,PSK99,NA,2006-08-24,cal,-174065,-224383,45.4,27.6,0,0,0,0,0,19.4366,2.5875,-0.3475,0
Fe(Glut)+,NA,FeC5H6O4+,aq,PSK99,NA,2006-08-24,cal,-179243,-236521,-2.6,6.2,0,0,0,0,0,12.9716,-1.7716,0.3794,1
Sm(Glut)+,NA,SmC5H6O4+,aq,PSK99,NA,2006-08-24,cal,-328915,-386048,8,-3,0,0,0,0,0,8.0216,-3.6456,0.4322,1
UO2(Glut),NA,UO2C5H6O4,aq,PSK99,NA,2006-08-24,cal,-397086,-466597,26.5,49.4,0,0,0,0,0,34.6054,7.0282,-0.0613,0
Er(Glut)+,NA,ErC5H6O4+,aq,PSK99,NA,2006-08-24,cal,-330056,-393643,2.9,6,0,0,0,0,0,13.9087,-1.8123,0.5055,1
Ca(Adip),NA,CaC6H8O4,aq,PSK99,NA,2006-08-24,cal,-294498,-354473,40,48.8,0,0,0,0,0,32.5446,6.906,-0.2657,0
Ba(Adip),NA,BaC6H8O4,aq,PSK99,NA,2006-08-24,cal,-296040,-354324,50.8,44,0,0,0,0,0,28.3642,5.9282,-0.4293,0
Co(Adip),NA,CoC6H8O4,aq,PSK99,NA,2006-08-24,cal,-174846,-236734,30.8,48.5,0,0,0,0,0,33.5335,6.8449,-0.1264,0
Ni(Adip),NA,NiC6H8O4,aq,PSK99,NA,2006-08-24,cal,-172446,-235092,28.3,44.6,0,0,0,0,0,31.5645,6.0504,-0.0886,0
Cu(Adip),NA,CuC6H8O4,aq,PSK99,NA,2006-08-24,cal,-147836,-209175,33.4,50.6,0,0,0,0,0,34.4353,7.2726,-0.1658,0
Zn(Adip),NA,ZnC6H8O4,aq,PSK99,NA,2006-08-24,cal,-197865,-260417,31.4,50,0,0,0,0,0,34.3368,7.1504,-0.1355,0
Cd(Adip),NA,CdC6H8O4,aq,PSK99,NA,2006-08-24,cal,-180774,-242268,37.4,52.8,0,0,0,0,0,35.218,7.7208,-0.2264,0
La(Adip)+,NA,LaC6H8O4+,aq,PSK99,NA,2006-08-24,cal,-328984,-393200,13.8,19.1,0,0,0,0,0,20.2397,0.8561,0.3444,1
Pb(Adip),NA,PbC6H8O4,aq,PSK99,NA,2006-08-24,cal,-169999,-228040,52.1,43.6,0,0,0,0,0,27.9653,5.8467,-0.449,0
Sc(Adip)+,NA,ScC6H8O4+,aq,PSK99,NA,2006-08-24,cal,-308486,-372939,7.7,20.9,0,0,0,0,0,22.0765,1.2227,0.4379,1
UO2(Adip),NA,UO2C6H8O4,aq,PSK99,NA,2006-08-24,cal,-393770,-471004,33.2,65.4,0,0,0,0,0,43.1342,10.2874,-0.1628,0
Th(Adip)+2,NA,ThC6H8O4+2,aq,PSK99,NA,2006-08-24,cal,-335668,-404798,-19.5,56.5,0,0,0,0,0,50.6089,8.4745,1.3552,2
U(Adip)+2,NA,UC6H8O4+2,aq,PSK99,NA,2006-08-24,cal,-293872,-362605,-18.5,56.9,0,0,0,0,0,50.6956,8.5559,1.3375,2
UO2(Pime),NA,UO2C7H10O4,aq,PSK99,NA,2006-08-24,cal,-393281,-478239,39.9,83.3,0,0,0,0,0,52.7765,13.9336,-0.2642,0
Li(Oxal)-,NA,LiC2O4-,aq,PSK99,NA,2006-08-24,cal,-232103,-260234,29,20.9,0,0,0,0,0,28.3621,1.2227,1.1898,-1
Sr(Oxal),NA,SrC2O4,aq,PSK99,NA,2006-08-24,cal,-299844,-327046,22.1,-3.4,0,0,0,0,0,4.2183,-3.7271,0.0053,0
Ba(Oxal),NA,BaC2O4,aq,PSK99,NA,2006-08-24,cal,-299132,-325090,28.8,-5.6,0,0,0,0,0,2.0807,-4.1725,-0.0961,0
Fe(Succ),NA,FeC4H4O4,aq,PSK99,NA,2006-08-24,cal,-190155,-236054,18.6,21.4,0,0,0,0,0,19.1958,1.3246,0.0583,0
Li(Succ)-,NA,LiC4H4O4-,aq,PSK99,NA,2006-08-24,cal,-235383,-280393,37.6,43.7,0,0,0,0,0,40.6322,5.8671,1.0592,-1
Cr(Succ),NA,CrC4H4O4,aq,PSK99,NA,2006-08-24,cal,-207493,-252918,19.3,22.3,0,0,0,0,0,19.6347,1.5079,0.0477,0
Na(Glut)-,NA,NaC5H6O4-,aq,PSK99,NA,2006-08-24,cal,-227181,-279214,52,49.4,0,0,0,0,0,42.1545,7.0282,0.8417,-1
K(Glut)-,NA,KC5H6O4-,aq,PSK99,NA,2006-08-24,cal,-232067,-282988,58.9,42.3,0,0,0,0,0,37.1189,5.5819,0.7371,-1
Li(Glut)-,NA,LiC5H6O4-,aq,PSK99,NA,2006-08-24,cal,-234473,-287207,44.3,54.5,0,0,0,0,0,46.1157,8.067,0.958,-1
Cr(Glut),NA,CrC5H6O4,aq,PSK99,NA,2006-08-24,cal,-205917,-259066,26,33.1,0,0,0,0,0,25.116,3.7079,-0.0537,0
Fe(Glut),NA,FeC5H6O4,aq,PSK99,NA,2006-08-24,cal,-188527,-242149,25.3,32.2,0,0,0,0,0,24.6773,3.5245,-0.0431,0
Mg(Glut),NA,MgC5H6O4,aq,PSK99,NA,2006-08-24,cal,-274469,-330037,20.1,35,0,0,0,0,0,26.9765,4.0949,0.0356,0
Sr(Glut),NA,SrC5H6O4,aq,PSK99,NA,2006-08-24,cal,-300514,-352318,37.4,30.2,0,0,0,0,0,21.9732,3.1171,-0.2264,0
Na(Adip)-,NA,NaC6H8O4-,aq,PSK99,NA,2006-08-24,cal,-223101,-282857,58.7,25.4,0,0,0,0,0,27.2406,2.1394,0.7402,-1
K(Adip)-,NA,KC6H8O4-,aq,PSK99,NA,2006-08-24,cal,-227987,-286631,65.6,18.3,0,0,0,0,0,22.2054,0.6931,0.6356,-1
Li(Adip)-,NA,LiC6H8O4-,aq,PSK99,NA,2006-08-24,cal,-230393,-290850,51,70.5,0,0,0,0,0,54.6467,11.3262,0.8568,-1
Mg(Adip),NA,MgC6H8O4,aq,PSK99,NA,2006-08-24,cal,-270712,-334004,26.8,51,0,0,0,0,0,35.5052,7.3541,-0.0659,0
Fe(Adip),NA,FeC6H8O4,aq,PSK99,NA,2006-08-24,cal,-184250,-245597,32,48.2,0,0,0,0,0,33.206,6.7837,-0.1446,0
Mn(Adip),NA,MnC6H8O4,aq,PSK99,NA,2006-08-24,cal,-217414,-277252,38.2,52.2,0,0,0,0,0,34.7653,7.5985,-0.2385,0
Sr(Adip),NA,SrC6H8O4,aq,PSK99,NA,2006-08-24,cal,-296914,-356443,44.1,46.2,0,0,0,0,0,30.5019,6.3763,-0.3278,0
Cr(Adip),NA,CrC6H8O4,aq,PSK99,NA,2006-08-24,cal,-201745,-262618,32.7,49.1,0,0,0,0,0,33.6447,6.9671,-0.1552,0
cyclohexane,CYHEX,C6H12,aq,PS01,NA,2011-02-19,cal,10780,-37400,34,122.904,87,39.67,-4.3,-120.7,2.39,90.82,18.64,-0.39,0
benzene,NA,C6H6,aq,PS01,NA,2000-10-04,cal,32010,12220,35.6,88.43,83,36.09,-15.77,-115.92,10.76,66.92,9.8,-0.25,0
perchloroethylene,PCE,C2Cl4,aq,HS99,NA,2012-05-01,cal,7483,-12995,40.7,160,91.1,14.1804,26.8436,-4.8012,-3.8886,98.5546,29.5574,-0.15,0
trichloroethylene,TCE,C2HCl3,aq,HS99,NA,2012-05-01,cal,6061,-11852,38.26,135,81.3,12.8394,23.5678,-3.5109,-3.7532,83.9031,24.4649,-0.15,0
"1,1-dichloroethylene","1,1-DCE",C2H2Cl2,aq,HS99,NA,2012-05-01,cal,7726,-6739,38.78,95,68.2,11.0468,19.1914,-1.7922,-3.5723,60.4606,16.3169,-0.15,0
"cis-1,2-dichloroethylene","cis-1,2-DCE",C2H2Cl2,aq,HS99,NA,2012-05-01,cal,6620,-7712,39.23,95,68.2,11.0468,19.1914,-1.7922,-3.5723,60.4606,16.3169,-0.15,0
"trans-1,2-dichloroethylene","trans-1,2-DCE",C2H2Cl2,aq,HS99,NA,2012-05-01,cal,7700,-6950,38.16,95,68.2,11.0468,19.1914,-1.7922,-3.5723,60.4606,16.3169,-0.15,0
"vinyl chloride",VC,C2H3Cl,aq,HS99,NA,2012-05-01,cal,12785,-4551,18.11,45,55.8,9.35,15.0507,-0.1702,-3.4011,31.1575,6.1319,-0.15,0
methanethiol,NA,CH3SH,aq,SR04,NA,2006-08-25,cal,-1840,-11650,38.6,58.7,52.97,8.5523,23.51,-25.8188,-3.7509,62.0673,-5.5753,-0.8704,0
ethanethiol,NA,C2H5SH,aq,SR04,NA,2006-08-25,cal,-1100,-17820,45.5,79.9,67.77,10.7143,28.3927,-26.8467,-3.9528,80.0173,-3.8792,-0.8543,0
n-propanethiol,NA,C3H7SH,aq,SR04,NA,2006-08-25,cal,1380,-23320,53.9,101.1,83.57,12.8901,33.3639,-28.1086,-4.1583,97.9674,-2.2323,-0.8382,0
n-butanethiol,NA,C4H9SH,aq,SR04,NA,2006-08-25,cal,3560,-28630,61.3,122.3,99.37,15.0522,38.2464,-29.177,-4.3601,115.9174,0.5357,-0.822,0
n-pentanethiol,NA,C5H11SH,aq,SR04,NA,2006-08-25,cal,6150,-34530,66.6,143.5,115.17,17.2279,43.1557,-30.2409,-4.5631,133.8675,1.1112,-0.8059,0
n-hexanethiol,NA,C6H13SH,aq,SR04,NA,2006-08-25,cal,7930,-40200,73.3,164.7,130.97,19.39,48.1004,-31.4671,-4.7675,151.8175,2.8073,-0.7898,0
n-heptanethiol,NA,C7H15SH,aq,SR04,NA,2006-08-25,cal,9980,-45870,80,185.9,146.77,21.5657,53.0097,-32.5313,-4.9704,169.7675,4.4542,-0.7737,0
n-octanethiol,NA,C8H17SH,aq,SR04,NA,2006-08-25,cal,12030,-51540,86.7,207.1,162.57,23.7278,57.8922,-33.5994,-5.1723,187.7176,6.1503,-0.7576,0
n-nonanethiol,NA,C9H19SH,aq,SR04,NA,2006-08-25,cal,14080,-57210,93.4,228.3,178.37,25.8899,62.8369,-34.8256,-5.3767,205.6676,7.7972,-0.7415,0
n-decanethiol,NA,C10H21SH,aq,SR04,NA,2006-08-25,cal,16130,-62880,100.1,249.5,194.17,28.0656,67.7462,-35.8899,-5.5796,223.6177,9.4938,-0.7253,0
n-undecanethiol,NA,C11H23SH,aq,SR04,NA,2006-08-25,cal,18180,-68550,106.8,270.7,209.97,30.2277,72.6287,-36.9579,-5.7815,241.5677,11.1407,-0.7092,0
n-dodecanethiol,NA,C12H25SH,aq,SR04,NA,2006-08-25,cal,20230,-74220,113.5,291.9,225.77,32.4035,77.5999,-38.1798,-5.987,259.5177,12.8368,-0.6931,0
"dimethyl sulfide",NA,C2H6S,aq,Sch10,NA,2010-07-03,cal,2020,-16340,42.5,72,67.9,10.7301,28.4573,-26.9698,-3.9554,73.3284,-4.5054,-0.8591,0
"methyl ethyl sulfide",NA,C3H8S,aq,Sch10,NA,2010-07-03,cal,3010,-23460,47.9,89,83.7,12.8983,33.3715,-28.0867,-4.1586,87.7223,-3.1506,-0.843,0
"diethyl sulfide",NA,C4H10S,aq,Sch10,NA,2010-07-03,cal,4500,-29620,54.9,104,99.5,15.0665,38.2858,-29.2035,-4.3617,100.4228,-1.9468,-0.8269,0
"dipropyl sulfide",NA,C6H14S,aq,Sch10,NA,2010-07-03,cal,8660,-41440,66.5,155,131.5,19.4502,48.2215,-31.4617,-4.7725,143.6045,1.9578,-0.8141,0
"dibutyl sulfide",NA,C8H18S,aq,Sch10,NA,2010-07-03,cal,13260,-51810,81.4,195,162.7,23.7393,57.9427,-33.671,-5.1744,177.4725,5.2072,-0.7624,0
"dipentyl sulfide",NA,C10H22S,aq,Sch10,NA,2010-07-03,cal,17360,-63150,94.8,238,194.3,28.0757,67.7711,-35.9048,-5.5807,213.8806,8.5956,-0.7302,0
"dihexyl sulfide",NA,C12H26S,aq,Sch10,NA,2010-07-03,cal,21460,-74490,108.2,280,225.9,32.412,77.5996,-38.1385,-5.987,249.442,11.9085,-0.698,0
phenanthrene,NA,C14H10,aq,DEH+13,NA,2012-12-13,J,300730,155570,246.9,447.3,161.6,NA,NA,NA,NA,NA,NA,NA,0
1-methylphenanthrene,NA,C15H12,aq,DEH+13,NA,2012-12-13,J,299310,128600,297.6,549.4,165.6,NA,NA,NA,NA,NA,NA,NA,0
2-methylphenanthrene,NA,C15H12,aq,DEH+13,NA,2012-12-13,J,293740,120150,287.9,539.8,171.1,NA,NA,NA,NA,NA,NA,NA,0
3-methylphenanthrene,NA,C15H12,aq,DEH+13,NA,2012-12-13,J,294290,120610,287.7,539.8,171.1,NA,NA,NA,NA,NA,NA,NA,0
4-methylphenanthrene,NA,C15H12,aq,DEH+13,NA,2012-12-13,J,330230,152660,274.6,569.2,177.6,NA,NA,NA,NA,NA,NA,NA,0
9-methylphenanthrene,NA,C15H12,aq,DEH+13,NA,2012-12-13,J,298090,126760,295.5,549.4,165.6,NA,NA,NA,NA,NA,NA,NA,0
methyldiethanolamine,MDEA,CH3N(C2H4OH)2,aq,HPT06,NA,2007-09-13,cal,NA,NA,NA,92,109.92,40.2008,-35.0358,-89.7466,21.5514,89.579,-2.1991,-0.9332,0
"methyldiethanolammonium chloride",MDEAHCl,CH3NH(C2H4OH)2Cl,aq,HPT06,NA,2007-09-13,cal,NA,NA,NA,46.44,123.32,40.9178,-23.1193,-69.1683,14.354,71.773,-8.2522,0.8758,0
"dimethylammonium chloride",NA,(CH3)2NH2Cl,aq,ST97,NA,2019-06-01,J,NA,NA,NA,60.76,72.89,131.64,-131.89,-435.56,105.05,138.5,-16.75,4.8795,0
dimethylamine,NA,C2H7N,aq,LA19,ST97.1,2019-05-30,J,58300,-69800,135,260.38,58.73,5.863,130.87,353.87,-94.038,183.96,12.779,-4.6548,0
trimethylamine,NA,C3H9N,aq,LA19,NA,2019-05-30,J,91500,-74100,146,355,76,62.91,46.1,74.53,-27.97,318.3,14.95,-0.6904,0
resorcinol,NA,C6H6O2,aq,LA19,NA,2019-05-30,J,-236100,-355100,232.2,253.8,89.8,58.76,125.3,-55.96,-16.8,264.6,-5.913,-0.1414,0
phloroglucinol,NA,C6H6O3,aq,LA19,NA,2019-05-30,J,-421100,-558200,274.1,193.1,93.33,61.16,151,-108.6,-17.87,245.7,-21.74,0.9125,0
"cyclohexane carboxylate",NA,C7H11O2-,aq,LA19,NA,2019-05-30,J,-299800,-562900,146.8,292.7,110.1,170.96,12.91,-471.5,8.765,328,5.707,5.142,-1
"cyclohexane carboxylic acid",NA,C7H12O2,aq,LA19,NA,2019-05-30,J,-323700,-563300,225.9,449.4,122.2,175.86,24.31,-474.8,8.294,372.8,36.31,-0.3117,0
palmitate,NA,C16H31O2-,aq,LA16,NA,2021-03-16,J,-241200,-821500,441,NA,NA,230.4,183.5,166,-106.8,1089,107.5,5.1,-1
oleate,NA,C18H35O2-,aq,LA16,NA,2021-03-16,J,-140300,-740000,517.9,NA,NA,211.8,295.3,35.2,-81.3,1008,202.1,1.1,-1
palmitoleate,NA,C16H29O2-,aq,LA16,NA,2021-03-16,J,-159000,-950400,415,NA,NA,278.3,89.6,322.6,-146.6,1304,32.2,9.2,-1
myristate,NA,C14H27O2-,aq,LA16,NA,2021-03-16,J,-260000,-774000,390.2,NA,NA,201.2,165.5,140.1,-92.6,955,88.3,5.1,-1
-hydroxymyristate,beta-hydroxymyristate,C14H27O3-,aq,LA16,NA,2021-03-16,J,-409200,-945500,418.3,NA,NA,201.4,165.9,140,-92.6,970,88.5,4.7,-1
glycerol,NA,C3H8O3,aq,LA16,NA,2021-03-16,J,-502700,-684400,238.5,NA,NA,64.9,26.4,34.4,-20.7,264,13,-0.4,0
heptose,NA,C7H14O7,aq,LA16,NA,2021-03-16,J,-1238400,-1698300,382.1,NA,NA,147.6,10.6,41.6,-23.2,488,-8.2,-4.9,0
rhamnose,NA,C6H12O5,aq,LA16,NA,2021-03-16,J,-751300,-1076700,238.9,NA,NA,108.8,32.8,47.8,-27.2,508,-49.4,0.8,0
glucoseamine,NA,C6H13NO5,aq,LA16,NA,2021-03-16,J,-712700,-1076600,271,NA,NA,108.8,33.3,71,-30.3,484,-67.8,0.3,0
N-acetylglucosamine,NA,C8H15NO6,aq,LA16,NA,2021-03-16,J,-918200,-1329000,358.2,NA,NA,144.1,40.5,36.1,-33.7,570,-58.6,0.8,0
"N-acetylmuramic acid",NA,C11H17NO8,aq,LA16,NA,2021-03-16,J,-1272400,-1789500,485.4,NA,NA,185.8,57.1,64.7,-48,685,-55.7,0.3,0
ethanolamine,NA,C2H7NO,aq,LA16,NA,2021-03-16,J,-138300,-281000,173.2,NA,NA,47.7,26.4,52.4,-18.3,218,-6.7,-1,0
"diaminopimelic acid",NA,C7H14N2O4,aq,LA16,OBIGT.9,2021-04-07,J,-644060,-977667,436.9,111.5,142.7,92.1,131.5,-37.7,12.2,276.1,-72.5,1.9,0
putrescine,NA,C4H12N2,aq,LA16,OBIGT.9,2021-04-07,J,77630,-151478,230.2,268,93.9,83.1,26,38.6,-9.5,321.9,-29.4,-0.6,0
spermidine,NA,C7H19N3,aq,LA16,OBIGT.9,2021-04-07,J,144361,-222539,338.4,378.6,147.4,130.8,38.8,67,-15.6,465.6,-46.7,-0.8,0
