key,author,year,citation,note,URL
SLOP16.5,"E. L. Shock et al.",2016,"slop16.dat computer data file","n-octanoate: &quot;Enthalpy corrected to be compatible with the equation &Delta;G=&Delta;H-T&Delta;S for the formation reaction from elements. See footnote ab in table 4 of @Sho95.&quot;",https://doi.org/10.5281/zenodo.2630820
SLOP16.6,"E. L. Shock et al.",2016,"slop16.dat computer data file","&quot;Enthalpy corrected to be compatible with the equation &Delta;G=&Delta;H-T&Delta;S for the formation reaction from elements.&quot;",https://doi.org/10.5281/zenodo.2630820
SLOP16.7,"E. L. Shock et al.",2016,"slop16.dat computer data file","hexanol, heptanol, and octanol: &quot;Minor differences in Gibbs energy, entropy, &omega;, a<sub>1</sub>, a<sub>2</sub>, a<sub>3</sub>, a<sub>4</sub> and c<sub>1</sub> values compared to @SH90.&quot;",https://doi.org/10.5281/zenodo.2630820
TBB15,"B. R. Tagirov et al.",2015,"Geochem. Int. 53, 327-340","Pt<sup>+2</sup> and complexes",https://doi.org/10.1134/S0016702915040084
CS16,"P. A. Canovas III and E. L. Shock",2016,"Geochim. Cosmochim. Acta 195, 293-322","citric acid cycle metabolites",https://doi.org/10.1016/j.gca.2016.08.028
CS16.1,"P. A. Canovas III and E. L. Shock",2016,"Geochim. Cosmochim. Acta 195, 293-322","citric acid species HKF a<sub>1</sub>--a<sub>4</sub> parameters",https://doi.org/10.1016/j.gca.2016.08.028
MWKH16,"G. D. Miron et al.",2016,"Geochim. Cosmochim. Acta 187, 41-78","aqueous NaCl, NaOH, KCl, KOH, and HCl based on new conductance experiments",https://doi.org/10.1016/j.gca.2016.04.026
MWKH16.1,"G. D. Miron et al.",2016,"Geochim. Cosmochim. Acta 187, 41-78","Al(OH)<sub>3</sub> and HSiO<sub>3</sub><sup>-</sup> derived from literature data",https://doi.org/10.1016/j.gca.2016.04.026
ZZL+16,"K. Zimmer et al.",2016,"Comp. Geosci. 90, 97-111","data listed in spronsbl.dat",https://doi.org/10.1016/j.cageo.2016.02.013
ZZL+16.1,"K. Zimmer et al.",2016,"Comp. Geosci. 90, 97-111","As(&alpha;): V listed in spronsbl.dat",https://doi.org/10.1016/j.cageo.2016.02.013
ZZL+16.2,"K. Zimmer et al.",2016,"Comp. Geosci. 90, 97-111","Cp parameters listed in spronsbl.dat",https://doi.org/10.1016/j.cageo.2016.02.013
ZZL+16.3,"K. Zimmer et al.",2016,"Comp. Geosci. 90, 97-111","dawsonite GHS",https://doi.org/10.1016/j.cageo.2016.02.013
Bla17,"P. Blanc",2017,"Thermoddem: Update for the 2017 version","monteponite, Cd(OH)<sub>2</sub>, CdSO<sub>4</sub>, otavite, and GaOOH",https://thermoddem.brgm.fr/page/brgm-reports
Bla17.1,"P. Blanc",2017,"Thermoddem: Update for the 2017 version","Ga hydroxide complexes",https://thermoddem.brgm.fr/page/brgm-reports
LCT17,"A. R. Lowe, J. S. Cox and P. R. Tremaine",2017,"J. Chem. Thermodynamics 112, 129-145","adenine HKF parameters",https://doi.org/10.1016/j.jct.2017.04.005
DEW17.01,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","(acetic acid, glycine, methanol, propanoic acid, propanol: parameters in DEW spreadsheet are the same as in @PS01)",http://www.dewcommunity.org
DEW17.02,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","(ethanol: parameters in DEW spreadsheet are different from @PS01; no comment provided)",http://www.dewcommunity.org
DEW17.03,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","(parameters in DEW spreadsheet are the same as in @FDM+14)",http://www.dewcommunity.org
DEW17.04,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","(Ar, Xe: parameters in DEW spreadsheet are the same as in @SHS89)",http://www.dewcommunity.org
DEW17.05,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","(Al<sup>+3</sup>: parameters in DEW spreadsheet are the same as in @SSWS97)",http://www.dewcommunity.org
DEW17.1,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","revised with new predicted a<sub>1</sub> for ions",http://www.dewcommunity.org
DEW17.2,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","revised with new predicted a<sub>1</sub> for cations",http://www.dewcommunity.org
DEW17.201,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","revised with new predicted a<sub>1</sub> for cations [corrected H for In<sup>+3</sup>; @OBIGT25]",http://www.dewcommunity.org
DEW17.3,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","revised with new predicted a<sub>1</sub> for complex species",http://www.dewcommunity.org
DEW17.4,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","revised with a<sub>1</sub> equal to the sum of the ions",http://www.dewcommunity.org
DEW17.5,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","BaCl<sup>+</sup>, CaCl<sup>+</sup>, CaCl<sup>2</sup>: with new V from the sum of a<sub>1</sub> values of ions",http://www.dewcommunity.org
DEW17.6,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","revised volume increased in order that a<sub>1</sub> of the complex is the sum of the a<sub>1</sub> values of the ions",http://www.dewcommunity.org
DEW17.7,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","acetate: revised January 26th, 2016; new a<sub>1</sub> value from complexes and organics correlation",http://www.dewcommunity.org
DEW17.10,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","CaSO<sub>4</sub>: revised using exptl V and pred. a<sub>1</sub> from new correlation",http://www.dewcommunity.org
DEW17.11,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","diglycine: Jamie & Dimitri fit to exptl Cp(T) and pred. a<sub>1</sub>-a<sub>4</sub>; delGf and S from fitting logK dimerisation values from @LRB09",http://www.dewcommunity.org
DEW17.12,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","diketopiperazine: Jamie & Dimitri fit delGf and S from to logK dimerisation values from @LRB09;  pred. a<sub>1</sub>-a<sub>4</sub>",http://www.dewcommunity.org
DEW17.13,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","FeOH<sup>+</sup>, FeO, HFeO<sub>2</sub><sup>-</sup>: 31/1/17: V from estimate to have similar behavior to MgO,aq",http://www.dewcommunity.org
DEW17.14,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","29/11/16: Fit to @TDDZ00 with revised volume increased in order that a<sub>1</sub> of the complex a bit greater than the sum of the a<sub>1</sub> values of the ions",http://www.dewcommunity.org
DEW17.15,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","FeCl<sub>2</sub><sup>+</sup>, FeCl<sub>4</sub><sup>-</sup>: 29/11/16: Fit to @LEB+06 with revised volume increased in order that a<sub>1</sub> of the complex a bit greater than the sum of the a<sub>1</sub> values of the ions",http://www.dewcommunity.org
DEW17.16,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","FeCl<sub>3</sub>: 29/11/16: Fit to @LEB+06 with revised volume increased in order that a<sub>1</sub> of the complex is equal to the sum of the a<sub>1</sub> values of the ions",http://www.dewcommunity.org
DEW17.17,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","Revised 1/22/15 based on V at 25 C from @ZW07 and predicted a<sub>1</sub>, a<sub>2</sub>, and a<sub>4</sub>; c<sub>1</sub> and c<sub>2</sub> from fits to delCpr protonation of @ZW07; S from fitting temperature dependence of logK from @ZW07; omega predicted from S using ion correlation.",http://www.dewcommunity.org
DEW17.18,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","Revised 1/22/15 based on fitting Cp and V vs T data from @HDM+94 + revised correlation for a<sub>1</sub> from @SHA14; omega from delCPr above 100 &deg;C [@ZW07]; G, H, and S from @AH97b",http://www.dewcommunity.org
DEW17.19,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","Regression of @RS87 & @TZA97 with new full correlations",http://www.dewcommunity.org
DEW17.21,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","HSO<sub>3</sub><sup>-</sup>: revised using published estimated V and pred. a<sub>1</sub> from new correlation",http://www.dewcommunity.org
DEW17.22,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","isobutane: G, H, S, Cp, V from @SH90; a<sub>1</sub> estimated with @SHA14; c<sub>2</sub> estimated with a new hydrocarbon correlation.",http://www.dewcommunity.org
DEW17.23,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","May, 2017 Fitted to logKs from @OH88 + retrieved logKs from Hemley experiments at 1.0 kb using the HCl referred to above",http://www.dewcommunity.org
DEW17.25,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","Revised G, S and Cp to fit @Noy07 & @SGX+06 with a<sub>1</sub> of the complex equal to the sum of the a<sub>1</sub> values of the ions",http://www.dewcommunity.org
DEW17.26,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","Fit to @SBS14 & @SH77; plus revised V increased so that a<sub>1</sub> of the complex is the sum of the a<sub>1</sub> values of the ions",http://www.dewcommunity.org
DEW17.27,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","MgCO<sub>3</sub>: @SSH97 revised volume increased in order that a<sub>1</sub> of the complex is the sum of the a<sub>1</sub> values of the ions; and Cp revised using isocoulombic reln with CaCO<sub>3</sub>,aq; also omega is set to +0.3 as for all neutral metal complexes.",http://www.dewcommunity.org
DEW17.29,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","S, Cp, V, omega from fit to @ARHB06 and @FDM94",http://www.dewcommunity.org
DEW17.30,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","NaCO<sub>3</sub><sup>-</sup>: Fit to @SBS13 (80 to 200 C) & @GTS61 (at 25 C) to get G, S and Cp;  with a<sub>1</sub> pred. from the sum of the ions and used to predict the volume",http://www.dewcommunity.org
DEW17.32,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","NaOH: Fitted to @HP97 data with a<sub>1</sub> pred. from the sum of the ions and used to predict the volume",http://www.dewcommunity.org
DEW17.33,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","August 16th, 2013 fit to @BL06",http://www.dewcommunity.org
DEW17.34,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","propane: @SH90 with new a<sub>1</sub>-a<sub>4</sub> based on revised correlation to predict a<sub>1</sub> in Sverjensky et al. (2013)",http://www.dewcommunity.org
DEW17.35,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","propanoate: Revised a<sub>1</sub> from new delVn correlation for -1 ions",http://www.dewcommunity.org
DEW17.36,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","S<sub>3</sub><sup>-</sup>: Regression of data from @PD15; Feb. 2015",http://www.dewcommunity.org
DEW17.37,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","fit to Raman speciation and quartz solubility data",http://www.dewcommunity.org
DEW17.38,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","SO<sub>2</sub>: @SHS89 with revised a<sub>1</sub> predicted as a complex from delVn",http://www.dewcommunity.org
DEW17.39,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","toluene: @PS01 with new a<sub>1</sub> to a<sub>4</sub> predicted with revised a<sub>1</sub> consistent with @SHA14",http://www.dewcommunity.org
DEW17.40,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","urea: Revised Feb. 2015 by Dimitri: c<sub>1</sub>, c<sub>2</sub>, and omega from PS01 based on Stokes (1967) data; V from Cabani et al. (1981) with a<sub>1</sub>-a<sub>4</sub> predicted.",http://www.dewcommunity.org
DEW17.101,"D. A. Sverjensky et al.",2017,"Deep Earth Water (DEW) spreadsheet","formate and lactate: revised with new predicted a<sub>1</sub> for ions",https://doi.org/10.1016/0016-7037(90)90429-O
BDat17.1,"D. A. Sverjensky et al.",2017,"berman.dat file in SUPCRT92b.zip on the DEW website","antigorite: &quot;Oct. 21, 2016: Revised volume coefficients consistent with @HDR06 and @YIY+14 &quot;",http://www.dewcommunity.org/resources.html
MWKL17,"G. D. Miron et al.",2017,"Am. J. Sci. 317, 755-806","aqueous species in the system Ca-Mg-Na-K-Al-Si-O-H-C-Cl",https://doi.org/10.2475/07.2017.01
MWKL17.1,"G. D. Miron et al.",2017,"Am. J. Sci. 317, 755-806","&Delta;G&deg;<sub>f</sub> values",https://doi.org/10.2475/07.2017.01
AKAE19,"M. R. Azadi et al.",2019,"Fluid Phase Equilib. 480, 25-40","metal glycinate complexes",https://doi.org/10.1016/j.fluid.2018.10.002
DEW19,"D. A. Sverjensky et al.",2019,"Deep Earth Water (DEW) spreadsheet","(values listed in DEW spreadsheet)",http://www.dewcommunity.org
DEW19.1,"D. A. Sverjensky et al.",2019,"Deep Earth Water (DEW) spreadsheet","(values from @HS19 listed in DEW spreadsheet)",http://www.dewcommunity.org
DEW19.2,"D. A. Sverjensky et al.",2019,"Deep Earth Water (DEW) spreadsheet","MgOH<sup>+</sup>: Revised by Dimitri, January, 2019; with minimum volume needed",http://www.dewcommunity.org
DEW19.3,"D. A. Sverjensky et al.",2019,"Deep Earth Water (DEW) spreadsheet","CaO: Fitted by Dimitri to high PT retrievals from Fang",http://www.dewcommunity.org
DEW19.4,"D. A. Sverjensky et al.",2019,"Deep Earth Water (DEW) spreadsheet","glycinate: @AH97b for the G, H, S, Cp, V",http://www.dewcommunity.org
DEW19.5,"D. A. Sverjensky et al.",2019,"Deep Earth Water (DEW) spreadsheet","(Ca<sup>+2</sup>: values listed in DEW spreadsheet)",http://www.dewcommunity.org
DEW19.6,"D. A. Sverjensky et al.",2019,"Deep Earth Water (DEW) spreadsheet","(Fe<sup>+2</sup>: HKF a<sub>1</sub>-a<sub>4</sub> parameters taken from @HS19, which are different from 2019 DEW spreadsheet)",http://www.dewcommunity.org
HS19,"F. Huang and D. A. Sverjensky",2019,"Geochim. Cosmochim. Acta 254, 192-230","ions and metal complexes",https://doi.org/10.1016/j.gca.2019.03.027
LA19,"D. E. LaRowe and J. P. Amend",2019,"Geomicrobiol. J. 36, 492-505","dimethylamine, trimethylamine, resorcinol, phloroglucinol, cyclohexane carboxylate, and cyclohexane carboxylic acid",https://doi.org/10.1080/01490451.2019.1573278
SPD+19,"B. St Clair et al.",2019,"ACS Earth Space Chem 3, 905-921","metal carbonate and bicarbonate complexes and FeSO<sub>4</sub>",https://doi.org/10.1021/acsearthspacechem.9b00016
AKK+20,"N. N. Akinfiev et al.",2020,"Geochim. Cosmochim. Acta 280, 102-115","Nb and Ta species",https://doi.org/10.1016/j.gca.2020.04.009
AKK+20.1,"N. N. Akinfiev et al.",2020,"Geochim. Cosmochim. Acta 280, 102-115","V of beta-Ta<sub>2</sub>O<sub>5</sub>",https://doi.org/10.1016/j.gca.2020.04.009
AKK+20.2,"N. N. Akinfiev et al.",2020,"Geochim. Cosmochim. Acta 280, 102-115","V of beta-Nb<sub>2</sub>O<sub>5</sub>",https://doi.org/10.1016/j.gca.2020.04.009
LS20,"J. A. M. Leong and E. L. Shock",2020,"Am. J. Sci. 320, 185-235","Fe-bearing serpentinization-relevant minerals",https://doi.org/10.2475/03.2020.01
LX20,"X. Liu and C. Xiao",2020,"Ore Geol. Rev. 117, 103289","huebnerite Cp",https://doi.org/10.1016/j.oregeorev.2019.103289
NEA20,"Grenthe et al.",2020,"Second Update on the Chemical Thermodynamics of Uranium, Neptunium, Plutonium, Americium and Technetium","uranium, uraninite (UO<sub>2</sub>), beta-UO<sub>2.25</sub>, UO<sub>2.25</sub>, alpha-UO<sub>2.3333</sub>, beta-UO<sub>2.3333</sub>, UO<sub>2.6667</sub>, gamma-UO<sub>3</sub>, rutherfordine (UO</sub>2</sub>CO<sub>3</sub>), beta-UO<sub>2</sub>(OH)<sub>2</sub>, and Na<sub>2</sub>U<sub>2</sub>O<sub>7</sub>",https://doi.org/10.1787/bf86a907-en
NEA20.1,"Grenthe et al.",2020,"Second Update on the Chemical Thermodynamics of Uranium, Neptunium, Plutonium, Americium and Technetium",UO<sub>3</sub>,https://doi.org/10.1787/bf86a907-en
LXW21,"X. Liu, C. Xiao and Y. Wang",2021,"Chem. Geol. 584, 120488",H<sub>2</sub>WO<sub>4</sub>,https://doi.org/10.1016/j.chemgeo.2021.120488
LXW21.1,"X. Liu, C. Xiao and Y. Wang",2021,"Chem. Geol. 584, 120488","scheelite Cp",https://doi.org/10.1016/j.chemgeo.2021.120488
WV22,"A. E. Williams-Jones and O. V. Vasyukova",2022,"Econ. Geol. 117, 513-528","data compilation for Co minerals",https://doi.org/10.5382/econgeo.4895
BS23,"G. Boyer and E. Shock",2023,"The Complicator (prototype) (v0.0.2)","In complexes; corrected H [@OBIGT25]",https://doi.org/10.5281/zenodo.8206644
AZ23,"N. N. Akinfiev and A. V. Zotov",2023,"Geol. Ore Deposits 65, 1-10","Cu<sup>+</sup> and CuO<sup>-</sup>",https://doi.org/10.1134/S1075701523010026
LYX23,"X. Liu, P. Yu and C. Xiao",2023,"Geosci. Front. 14, 101624","Sn<sup>+2</sup>, Th<sup>+4</sup>, and Sn chloride complexes",https://doi.org/10.1016/j.gsf.2023.101624
TTA+23,"N. D. Trofimov, B. R. Tagirov et al.",2023,"Chem. Geol. 625, 121413","Cu hydrosulfide and chloride complexes",https://doi.org/10.1016/j.chemgeo.2023.121413
HDR+24,"B. P. von der Heyden et al.",2024,"Can. J. Mineral. Petrol. 62, 77-93",carrollite,https://doi.org/10.3749/2300028
HET+24,"B. Hu, B. Etschmann et al.",2024,"Geochim. Cosmochim. Acta","Ta(OH)<sub>3</sub>F<sub>3</sub><sup>-</sup> and TaF<sub>7</sub><sup>-2</sup>",https://doi.org/10.1016/j.gca.2024.10.019
HB24,"D. L. Huston and E. Bastrakov",2024,"Aust. J. Earth Sci. 71, 1125-1155","data compilation for Cd, Ga, Ge, and In minerals and aqueous species",https://doi.org/10.1080/08120099.2024.2423772
HB24.1,"D. L. Huston and E. Bastrakov",2024,"Aust. J. Earth Sci. 71, 1125-1155","Ga sulfate complexes [algorithms based on @SSH97]",https://doi.org/10.1080/08120099.2024.2423772
HB24.2,"D. L. Huston and E. Bastrakov",2024,"Aust. J. Earth Sci. 71, 1125-1155","In sulfate complexes [algorithms based on @SSH97]; corrected H [@OBIGT25]",https://doi.org/10.1080/08120099.2024.2423772
KBJ24,"A. W. Knight, C. R. Bryan and C. F. Jové-Colón",2024,"Appl. Geochem. 169, 106032","Mg(OH)<sub>2</sub>-MgCl<sub>2</sub>-H<sub>2</sub>O phases",https://doi.org/10.1016/j.apgeochem.2024.106032
LBP24,"C. Laksar et al.",2024,"Geochim. Cosmochim. Acta","Pd(HS)<sub>4</sub><sup>-2</sup> and Pt(HS)<sub>4</sub><sup>-2</sup>",https://doi.org/10.1016/j.gca.2024.12.019
MBA+24,"A. Migdisov, E. Bastrakov et al.",2024,"Geochim. Cosmochim. Acta","uranyl carbonate, chloride, sulfate, and hydroxide complexes",https://doi.org/10.1016/j.gca.2024.04.023
RSS+24,"K. Robinson et al.",2024,"Geochim. Cosmochim. Acta 372, 62-80","alkylamines, benzylamines, and aminiums",https://doi.org/10.1016/j.gca.2024.03.013
RSS+24.1,"K. Robinson et al.",2024,"Geochim. Cosmochim. Acta 372, 62-80","corrected V for tripropylaminium",https://doi.org/10.1016/j.gca.2024.03.013
TAT+24,"B. R. Tagirov, N. N. Akinfiev et al.",2024,"Geochim. Cosmochim. Acta","Au-(hydro)sulfide species and SO<sub>4</sub><sup>-2</sup>-bearing species",https://doi.org/10.1016/j.gca.2024.08.022
TAZ24,"B. R. Tagirov, N. N. Akinfiev and A. V. Zotov",2024,"Geol. Ore Deposits 66, 581--597","Au hydroxide and chloride complexes",https://doi.org/10.1134/S1075701524600403
OBIGT25,OBIGT,2025,"OBIGT database in CHNOSZ","corrected H by -7335 cal/mol to maintain GHS consistency for In<sup>+3</sup> and derived species",https://chnosz.net
OBIGT.1,"J. M. Dick",2017,"OBIGT database in CHNOSZ","GHS (T<sub>r</sub>) of the polymorph that is stable at 298.15 K was combined with H<sub>tr</sub> and the Cp coefficients to calculate the metastable GHS (T<sub>r</sub>) of the polymorphs that are stable at higher temperatures.",https://chnosz.net
OBIGT.3,"J. M. Dick",2017,"OBIGT database in CHNOSZ","AuCl<sub>4</sub><sup>-</sup> renamed to AuCl<sub>4</sub><sup>-3</sup>",https://chnosz.net
OBIGT.4,"J. M. Dick",2017,"OBIGT database in CHNOSZ","charge of NpO<sub>2</sub>(Oxal), La(Succ)<sup>+</sup>, NH<sub>4</sub>(Succ)<sup>-</sup>, and NpO<sub>2</sub>(Succ) as listed by @PSK99",https://chnosz.net
OBIGT.5,"J. M. Dick",2017,"OBIGT database in CHNOSZ","incorrect values of HKF a<sub>1</sub>--a<sub>4</sub> parameters for [-CH<sub>2</sub>NH<sub>2</sub>] were printed in Table 6 of @DLH06; corrected values are used here.",https://chnosz.net
OBIGT.6,"J. M. Dick",2019,"OBIGT database in CHNOSZ","recalculated values of Cp (those in @AKAE19 appear to be calculated using wrong sign on &omega;) and enthalpy (using &Delta;G=&Delta;H-T&Delta;S and the entropies of the elements)",https://chnosz.net
OBIGT.7,"J. M. Dick",2019,"OBIGT database in CHNOSZ","Tl(Gly) and Tl(Gly)<sub>2</sub><sup>-</sup>: change Ti to Tl",https://chnosz.net
OBIGT.8,"J. M. Dick",2019,"OBIGT database in CHNOSZ","GHS recalculated by adding difference from SiO<sub>2</sub> [@SSH97] to updated values for SiO<sub>2</sub> [@AS04]",https://chnosz.net
OBIGT.9,"J. M. Dick",2021,"OBIGT database in CHNOSZ","diaminopimelic acid, putrescine and spermidine: parameters recalculated to account for a missing [-CH2NH2] group in the group additivity equations",https://chnosz.net
